Front	Back	Tags	Source
When is BVLOS allowed under ordinary U.S. Part 107 operations?	BVLOS is not part of the baseline rule; operators generally need FAA authorization or waiver showing an equivalent level of safety.	drone regulations	faa.gov; ecfr.gov
Why does BVLOS change the safety case so much?	The pilot loses direct visual detect-and-avoid, aircraft attitude cues, and immediate context, so the operation must replace them with procedures, C2 reliability, surveillance, autonomy, or observers.	drone regulations	faa.gov
When is ArduPilot a better fit than Betaflight?	Choose ArduPilot for autonomous missions, broader vehicle types, advanced failsafes, logging, GCS workflows, and non-racing use cases; Betaflight is optimized for FPV multirotor feel and response.	drone firmware	Flight Controller.md; Betaflight.md; ardupilot.org
When is Betaflight the default choice?	Use Betaflight for normal FPV quads, racing, and freestyle where low-latency stick feel, fast loop response, and simple multirotor setup matter more than navigation features.	drone firmware	Betaflight.md
When should INAV be considered instead of Betaflight?	Use INAV when you want FPV-style flying plus navigation features such as GPS rescue, return-to-home, position hold, waypoint missions, or fixed-wing support.	drone firmware	Flight Controller.md; github.com/iNavFlight/inav
When is PX4 attractive compared with hobby FPV firmware?	PX4 fits research, robotics, industrial autonomy, Pixhawk-style hardware, offboard control, simulation, and integration-heavy workflows.	drone firmware	Drone (Index).md; px4.io
Why does firmware choice depend on flight-controller target support?	Firmware must match the board, MCU, sensors, pin mapping, bootloader, and available flash; unsupported boards can lose peripherals or fail to flash correctly.	drone firmware	betaflight.com; github.com/iNavFlight/inav
Why should you read first-time setup and first-flight docs before using ArduPilot?	ArduPilot is powerful and configurable; calibration, airframe setup, failsafes, and tuning errors can produce unsafe autonomous behavior.	drone firmware	ardupilot.org
What distinguishes Group 1 UAS from Group 2 UAS in U.S. military categorization?	Group 1 is under 20 lb, low altitude, low speed; Group 2 is 21 to 55 lb and generally supports more payload, altitude, speed, or endurance.	drone military	Drone (Index).md; irp.fas.org
Why is a Group 3 UAS a different operational problem than Group 1 or 2?	Group 3 can approach 1,320 lb and higher altitude/endurance, so it tends to require more airspace coordination, launch/recovery support, payload integration, and counter-UAS planning.	drone military	Drone (Index).md; irp.fas.org
What do Groups 4 and 5 mainly signal to a planner?	They are large UAS categories over 1,320 lb, with Group 5 operating above 18,000 ft; they behave more like major aviation assets than small tactical drones.	drone military	Drone (Index).md; irp.fas.org
What is the practical difference between Launch and Recovery Element and Mission Control Element?	LRE handles launch and recovery at the airfield or site; MCE supervises or controls the mission after launch, often emphasizing payload, route, and effects.	drone operations	Drone (Index).md
Why does MUM-T matter beyond simply having a drone near a crewed aircraft?	Manned-unmanned teaming coordinates sensing, control, targeting, and effects so crewed and uncrewed systems share workload and reduce exposure.	drone operations	Drone (Index).md
When should terrain-following navigation be used?	Use it when the mission needs a controlled height above ground despite terrain changes, such as low-altitude mapping, masking, inspection, or contour-following flight.	drone autonomy	Terrain Following Navigation.md
What is the key difference between terrain following and TERCOM?	Terrain following controls altitude over terrain in real time; TERCOM estimates position by matching measured terrain profiles against stored terrain maps.	drone autonomy	Drone (Index).md; Terrain Following Navigation.md
When is optical flow useful on a drone?	Use optical flow for local motion estimation or hover stabilization when GPS is poor, especially over textured ground with adequate lighting and altitude.	drone autonomy	Optical Flow.md
How does optical flow differ from visual odometry?	Optical flow tracks 2D pixel motion between frames; visual odometry uses visual changes to estimate the camera or vehicle motion in 3D over time.	drone autonomy	Optical Flow.md; Visual Odometry.md
Why does VIO outperform camera-only visual odometry in many drone cases?	VIO fuses visual features with IMU motion, helping bridge blur, low texture, fast motion, and short visual dropouts while reducing drift.	drone autonomy	Drone (Index).md; Inertial Measurement Unit.md
When does SLAM apply instead of simple visual odometry?	Use SLAM when the drone must build or update a map while localizing within it; visual odometry only estimates motion and does not necessarily maintain a reusable map.	drone autonomy	Drone (Index).md
What does semantic SLAM add to ordinary SLAM?	It attaches object or scene meaning to the map, helping a system reason about landmarks, obstacles, doors, roads, vehicles, or other task-relevant entities.	drone autonomy	Semantic Simultaneous Localization and Mapping.md
When is a visual positioning system better than GPS?	VPS is useful indoors, in dense urban areas, or near structures where GPS is weak, by matching camera views to known visual landmarks or maps.	drone autonomy	Visual Positioning System.md
What is the main failure mode of visual positioning systems?	They can fail when lighting, season, viewpoint, occlusion, motion blur, or environmental change makes the current camera view diverge from the reference map.	drone autonomy	Visual Positioning System.md
When should you choose EO imagery over SAR for a drone or satellite task?	Choose EO when human-interpretable color, texture, and visual detail matter and lighting/weather are acceptable; SAR is better for clouds, darkness, moisture, roughness, and structure.	drone sensing	Optical.md; Synthetic Aperture Radar.md
Why are EO and IR often paired as EO/IR payloads?	EO captures visible or near-visible imagery, while IR adds thermal or infrared contrast; together they improve identification across lighting, heat, haze, or material conditions.	drone sensing	Optical.md; Thermal Infrared.md
What does thermal infrared reveal that visible or SWIR imagery does not?	TIR measures emitted heat from objects rather than reflected sunlight, making it useful for temperature, heat signatures, fire, and night detection.	drone sensing	Thermal Infrared.md
Why are thermal sensors often lower resolution, heavier, or more expensive than optical sensors?	They detect faint emitted radiation and often need specialized cooled or low-noise detectors, adding cost, weight, and resolution tradeoffs.	drone sensing	Thermal Infrared.md
When is SWIR useful compared with visible/NIR imagery?	SWIR helps with thin haze or smoke penetration, water content, mineral differences, and burn severity because materials have distinctive absorption features in that range.	drone sensing	Short-Wave Infrared.md
What is the practical difference between multispectral and hyperspectral sensing?	Multispectral captures a small number of selected bands; hyperspectral captures many narrow contiguous bands, improving material discrimination at the cost of data volume and often spatial resolution.	drone sensing	Multispectral.md; Hyperspectral.md
Why does hyperspectral imaging often sacrifice spatial resolution?	Narrow spectral bands collect fewer photons, so sensors often need larger pixels or longer integration to maintain usable signal-to-noise.	drone sensing	Hyperspectral.md
When is LiDAR a better mapping sensor than passive imagery?	Use LiDAR when you need direct 3D structure, terrain under vegetation, canopy height, precise elevation, or night operation independent of sunlight.	drone lidar	Light Detection and Ranging.md
Why do GPS and IMU quality matter so much for airborne LiDAR?	LiDAR ranges are only useful if each pulse is placed in world coordinates with the sensor position and orientation; poor GPS/IMU data smears the point cloud.	drone lidar	Light Detection and Ranging.md; Inertial Measurement Unit.md
How do first and last LiDAR returns support vegetation mapping?	First returns capture canopy or surface tops; last returns may reach lower vegetation or ground, enabling surface, bare-earth, and canopy-height products.	drone lidar	Light Detection and Ranging.md
When should you prefer drone LiDAR over crewed airborne LiDAR?	Use drone LiDAR for small areas needing very high point density and detail; use crewed airborne platforms for wider coverage and production-scale surveys.	drone lidar	Light Detection and Ranging.md
Why is point density a core LiDAR planning variable?	Point density controls what features can be extracted: sparse data may support DEMs, while dense data supports buildings, powerlines, trees, and fine inspection features.	drone lidar	Light Detection and Ranging.md
When is SAR the right sensing choice despite difficult interpretation?	Use SAR when clouds, darkness, smoke, surface moisture, roughness, deformation, or metallic structures matter more than photograph-like appearance.	drone sar	Synthetic Aperture Radar.md; esa.int
Why can SAR image through clouds and at night?	It actively transmits microwave energy and measures backscatter, so it does not depend on sunlight and is less blocked by weather than optical imaging.	drone sar	Synthetic Aperture Radar.md; esa.int
What is the core tradeoff between SAR spotlight and ScanSAR modes?	Spotlight dwells on a small area for higher resolution; ScanSAR covers a wider swath by accepting coarser resolution.	drone sar	Synthetic Aperture Radar.md
Why does SAR record phase, and why does that matter?	Coherent radar preserves wave phase, enabling interferometry and subtle deformation measurement; amplitude-only viewing products discard much of that value.	drone sar	Synthetic Aperture Radar.md; esa.int
How do SAR bands affect what the image reveals?	Shorter wavelengths emphasize surface texture and fine detail; longer wavelengths penetrate deeper into vegetation, soil, or ice and are useful for biomass or subsurface-related signals.	drone sar	Synthetic Aperture Radar.md
What does SAR polarization help separate?	Co-pol channels emphasize surface or double-bounce scattering; cross-pol channels often highlight volume scattering such as vegetation canopy or rough structure.	drone sar	Synthetic Aperture Radar.md
When is WAMI useful compared with a narrow high-resolution video feed?	WAMI is useful for persistent wide-area movement patterns and forensic rewind across a city-scale area; a narrow feed is better for detailed inspection of one target.	drone sensing	Wide Area Motion Imagery.md
What problem does a gimbal solve for drone sensing?	A gimbal stabilizes and points the sensor independently of aircraft motion, improving image quality, target tracking, and payload usability.	drone payloads	Drone (Index).md
What is the difference between a laser rangefinder and a laser designator?	A rangefinder measures distance from time-of-flight; a designator marks a target with coded laser energy for compatible seekers or sensors.	drone payloads	Drone (Index).md
Why is sensor fusion central to reliable drone autonomy?	Each sensor has blind spots and noise; fusing complementary sources can improve accuracy, continuity, and confidence compared with relying on one sensor.	drone autonomy	Sensor Fusion.md; Drone (Index).md
What does C2 mean in a drone context?	Command and control is the authority, communications, procedures, and systems used to direct the vehicle, payload, mission, and operators.	drone c2	Command and Control.md
Why is C2 link reliability different from video-link quality?	C2 failure can lose control or trigger failsafes; video degradation reduces situational awareness but may be tolerable if control, autonomy, and telemetry remain healthy.	drone c2	Drone (Index).md
When does frequency hopping help a drone link?	FHSS can make narrowband interference or interception harder by changing channels according to a shared pattern, but it does not make a link immune to broadband jamming.	drone radio	Frequency Hopping Spread Spectrum.md; Electronic Warfare.md
How does DSSS differ from FHSS as a spread-spectrum idea?	DSSS spreads each signal over a wider band with a code; FHSS rapidly moves the carrier among frequencies. Both trade bandwidth and coordination for resilience or lower detectability.	drone radio	Direct Sequence Spread Spectrum.md; Frequency Hopping Spread Spectrum.md
What is the difference between LPI and LPD?	LPI makes a signal harder to intercept usefully; LPD makes it harder to notice that the signal exists at all.	drone electronic-warfare	Low Probability of Intercept.md; Low Probability of Detection.md
Why does encryption not hide the fact that a drone is transmitting?	Encryption protects message content, but RF energy, timing, frequency, power, and modulation can still reveal an emitter unless separate LPI/LPD measures are used.	drone electronic-warfare	Encryption.md; Low Probability of Detection.md
What crypto mistake matters most for drone command links?	Encrypting without authentication can hide content but still allow tampering or impersonation; authenticated encryption and sound key management matter.	drone cybersecurity	Encryption.md
Why is rolling your own drone-link crypto risky?	Subtle nonce, authentication, key-exchange, and implementation mistakes can break otherwise strong algorithms; audited protocols and libraries are safer.	drone cybersecurity	Encryption.md
What is electronic warfare trying to control?	EW uses the electromagnetic spectrum to deny adversary use, protect friendly use, and gather information from emissions.	drone electronic-warfare	Electronic Warfare.md; jcs.mil
How do Electronic Support, Electronic Attack, and Electronic Protection differ?	ES senses and locates emissions; EA degrades, deceives, or denies enemy systems; EP protects friendly spectrum use from enemy or accidental interference.	drone electronic-warfare	Electronic Warfare.md; jcs.mil
Given an unknown drone controller signal, which EW function applies first?	Electronic Support applies first: search, intercept, identify, and locate emissions before deciding whether to attack, avoid, or protect.	drone electronic-warfare	Electronic Warfare.md
When is direction finding not enough for geolocation?	One bearing gives direction, not position; geolocation usually needs multiple bearings, time/frequency differences, range, or a known sensor geometry.	drone electronic-warfare	Geolocation.md; Drone (Index).md
What is the tradeoff between barrage jamming and spot jamming?	Barrage jamming covers many frequencies but spreads power thin; spot jamming concentrates power on one channel but requires knowing or tracking the target frequency.	drone jamming	Drone (Index).md
When would sweep jamming be used instead of spot jamming?	Use sweep jamming when the target frequency changes or is uncertain, but expect time-on-frequency gaps that a resilient receiver may exploit.	drone jamming	Drone (Index).md
What makes protocol-aware jamming different from just adding RF noise?	It targets known timing, packet structure, synchronization, or control-channel behavior, often using less energy than brute-force noise.	drone jamming	Drone (Index).md
Why can datalink jamming defeat a drone without touching GPS?	It disrupts the command, telemetry, or payload link; the aircraft may lose pilot input, mission updates, video, or coordination even if navigation still works.	drone jamming	Drone (Index).md
What does meaconing do to a navigation receiver?	It rebroadcasts legitimate navigation signals with altered timing or path, confusing the receiver about signal origin, range, or time.	drone electronic-warfare	Drone (Index).md
How do beamforming and null steering help against interference?	Beamforming concentrates gain toward desired directions; null steering reduces sensitivity toward an interferer or threat emitter.	drone radio	Drone (Index).md
Why are RF and electromagnetic signatures useful in counter-drone work?	They provide observable features such as frequency, modulation, timing, emissions, or spectral behavior that can detect, classify, identify, or track systems.	drone counter-uas	Electromagnetic Signature.md; Drone (Index).md
What does C-UAS cover as a mission, not just a weapon?	C-UAS includes detecting, tracking, identifying, deciding, and defeating or mitigating unmanned aircraft, with sensors, C2, rules, and effects integrated.	drone counter-uas	Drone (Index).md
When is a soft-kill C-UAS effect preferable to hard kill?	Use soft kill when disruption, takeover, jamming, spoofing, or cyber effects can stop the threat with less debris, collateral damage, or escalation than physical destruction.	drone counter-uas	Drone (Index).md
When is hard kill necessary despite its risks?	Use hard kill when the threat must be physically stopped, soft-kill paths are ineffective, time is short, or the target is autonomous and link-independent.	drone counter-uas	Drone (Index).md
How do directed-energy C-UAS systems differ from kinetic interceptors?	Directed energy uses lasers or high-power microwaves to damage or disrupt at range; kinetic interceptors physically collide with, capture, or destroy the target.	drone counter-uas	Drone (Index).md
What is the difference between a laser weapon and high-power microwave for C-UAS?	A laser concentrates light on a specific aimpoint for heating or damage; HPM can disrupt or damage electronics, potentially affecting multiple components or targets.	drone counter-uas	Drone (Index).md
Why is C-UAS identification hard in civilian or friendly-force environments?	Small drones may share RF bands, shapes, and behaviors with legal users; misidentification can disrupt friendly operations, violate regulations, or create safety hazards.	drone counter-uas	Drone (Index).md
What does ISR contribute before targeting?	ISR collects and reports information to build understanding; targeting uses that understanding to select, prioritize, and match targets with effects.	drone missions	Drone (Index).md
How do route, area, and zone reconnaissance differ?	Route reconnaissance studies a specific path; area reconnaissance studies a defined area; zone reconnaissance systematically examines all routes, terrain, threats, and key features within a larger zone.	drone missions	Drone (Index).md
What does BDA answer after a strike or operation?	Battle Damage Assessment estimates what effects were achieved, what remains, whether re-attack is needed, and how confident the assessment is.	drone missions	Drone (Index).md
How does the kill chain help organize drone-enabled targeting?	It separates find, fix, track, target, engage, and assess so planners can see which sensor, C2, authorization, or fires step is missing or slow.	drone missions	Kill Chain.md
Why is SHORAD relevant to drone threats?	Short-range air defense protects forces from low-altitude nearby air threats, including small UAS that may appear inside traditional air-defense reaction timelines.	drone air-defense	Short-Range Air Defense.md
What problem does M-SHORAD solve compared with static SHORAD?	M-SHORAD brings short-range air defense with maneuver forces so protection can move with units instead of only defending fixed sites.	drone air-defense	Maneuver Short-Range Air Defense.md
Why do GCPs matter in drone photogrammetry?	Drone GPS and attitude estimates can leave meter-scale absolute errors; surveyed ground control points tie image pixels to real coordinates and improve absolute accuracy.	drone mapping	Ground Control Point.md
Where should GCPs be placed to avoid misleading accuracy?	Distribute them across the survey area, especially edges and corners; clustering GCPs can make local error look good while leaving distant areas poorly constrained.	drone mapping	Ground Control Point.md
Why use independent check points instead of treating every surveyed point as a GCP?	Check points are withheld from processing to provide an unbiased accuracy test; GCP residuals alone can overstate real-world accuracy.	drone mapping	Ground Control Point.md
When can RTK or PPK reduce the need for GCPs?	High-quality RTK or PPK direct georeferencing can improve camera positions enough for some surveys, but check points are still useful for independent validation.	drone mapping	Ground Control Point.md
What is the difference between direct georeferencing and GCP-based correction?	Direct georeferencing uses onboard GPS/IMU/camera geometry to place data; GCP correction uses surveyed visible points to adjust the product to ground truth.	drone mapping	Ground Control Point.md; Inertial Measurement Unit.md
Why is a ground control point different from any recognizable landmark?	A GCP must be clearly identifiable in the imagery and have accurately surveyed coordinates; a recognizable object without known coordinates cannot control the model.	drone mapping	Ground Control Point.md
