Front	Back	Tags	Source
When is PMTiles a poor fit compared with GeoParquet?	PMTiles is for tiled visualization; GeoParquet is better when you need original vector features for analytics, joins, filtering, and exact geometry.	geospatial formats	PMTiles.md; GeoParquet.md
What does PMTiles replace in a simple web-map architecture?	It can replace millions of individual tile files or a live tile server with one range-readable archive served from static storage.	geospatial pmtiles	PMTiles.md; docs.protomaps.com
Why does PMTiles use spatial ordering such as a Hilbert curve?	Spatially nearby tiles are stored near each other, so viewport requests tend to require fewer and more coherent byte-range reads.	geospatial pmtiles	PMTiles.md
When should you use MapLibre GL JS?	Use MapLibre GL JS when you need an open-source browser renderer for interactive vector-tile maps with WebGL styling, camera controls, and layer interaction.	geospatial web-maps	MapLibre GL JS.md; maplibre.org
Why did MapLibre become important after Mapbox GL JS v2?	MapLibre preserved the open-source web map renderer ecosystem after Mapbox moved GL JS v2 to a more restrictive proprietary license.	geospatial web-maps	MapLibre.md; Mapbox.md
What is the practical difference between MapLibre and deck.gl?	MapLibre renders the base map and style layers; deck.gl specializes in high-performance analytical overlays such as millions of points, arcs, grids, and 3D layers.	geospatial web-maps	Slippy Map.md; deck.gl.md
When should deck.gl be layered over MapLibre?	Use MapLibre for geographic context and deck.gl when your main problem is rendering large or custom analytical overlays efficiently.	geospatial visualization	deck.gl.md
What does Protomaps bundle together?	Protomaps combines OSM-derived basemap data, PMTiles archives, and tooling so maps can be self-hosted from static storage.	geospatial basemaps	Protomaps.md; docs.protomaps.com
Why is OpenMapTiles useful even if you do not use its hosted service?	It defines a repeatable OSM-to-vector-tile schema and toolchain, making self-hosted basemaps more interoperable with common styles and renderers.	geospatial tiles	OpenMapTiles.md
When should you use a live tile server instead of PMTiles?	Use a live tile server when tiles must reflect frequently changing database state, query-time filtering, user-specific styling, or dynamic aggregation.	geospatial tiles	Tile Server.md
When is a static PMTiles deployment simpler than pg_tileserv or Martin?	Use PMTiles when the tileset is mostly static, traffic may be high, and you want CDN/object-storage hosting without operating a database-backed tile service.	geospatial tiles	Tile Server.md; PMTiles.md
What is the difference between DEM, DSM, and DTM?	DEM is the generic elevation raster; DSM is top-surface elevation including trees and buildings; DTM is bare-earth terrain with above-ground objects removed.	geospatial terrain	Digital Elevation Model.md; Digital Surface Model.md; Digital Terrain Model.md
What does a canopy height model calculate?	A CHM is typically DSM minus DTM, estimating vegetation height above bare ground at each pixel.	geospatial terrain	Canopy Height Model.md
Why does raw LiDAR or photogrammetry usually produce a DSM before a DTM?	The first reconstruction sees visible surfaces such as roofs, trees, and ground; producing a DTM requires classifying and filtering to ground points.	geospatial terrain	Digital Terrain Model.md; Digital Surface Model.md
When is LiDAR better than photogrammetry for terrain under trees?	LiDAR can produce multiple returns and often reaches gaps in canopy to estimate ground; passive imagery generally sees the top visible surface.	geospatial lidar	Light Detection and Ranging.md
What makes point density a planning variable in LiDAR acquisition?	Point density controls what can be extracted: sparse data may support DEMs, while dense data supports buildings, individual trees, powerlines, and inspection features.	geospatial lidar	Light Detection and Ranging.md
Why does airborne LiDAR need GPS plus IMU?	The range measurement only gives distance from the sensor; GPS and IMU provide the sensor position and orientation needed to place each return in world coordinates.	geospatial lidar	Light Detection and Ranging.md
When should COPC be preferred over plain LAZ?	Use COPC when a LAZ point cloud needs cloud-native spatial subsetting through an internal octree and HTTP range requests.	geospatial point-clouds	Cloud-Optimized Point Cloud.md; Light Detection and Ranging.md
What is the main difference between LiDAR and SAR as active sensors?	LiDAR uses laser pulses and produces point clouds or elevations; SAR uses microwave radar backscatter and produces coherent imagery sensitive to structure, moisture, and phase.	geospatial remote-sensing	Light Detection and Ranging.md; Synthetic Aperture Radar.md
When is SAR the right sensing choice despite not looking like a photo?	Use SAR when clouds, darkness, moisture, roughness, deformation, or metallic structure matter more than natural-color visual interpretation.	geospatial sar	Synthetic Aperture Radar.md; esa.int
Why can SAR image through clouds and at night?	SAR actively transmits microwave pulses and measures returned backscatter, so it does not depend on sunlight and is less blocked by cloud cover than optical imagery.	geospatial sar	Synthetic Aperture Radar.md
What does SAR phase enable that amplitude-only imagery cannot?	Phase enables interferometry and subtle change or deformation analysis; amplitude-only products throw away much of the coherent signal.	geospatial sar	Synthetic Aperture Radar.md; esa.int
What is the tradeoff between SAR spotlight and ScanSAR modes?	Spotlight dwells on a small area for high resolution; ScanSAR covers a wider swath with coarser resolution.	geospatial sar	Synthetic Aperture Radar.md
How do SAR bands change what you can infer?	Shorter wavelengths emphasize surface detail and texture; longer wavelengths penetrate deeper into vegetation, soil, or ice and support biomass or subsurface-related analysis.	geospatial sar	Synthetic Aperture Radar.md
What does SAR polarization help distinguish?	Co-pol channels often emphasize surface or double-bounce scattering; cross-pol channels often highlight volume scattering such as vegetation canopy.	geospatial sar	Synthetic Aperture Radar.md
When does InSAR apply?	Use InSAR when phase differences between SAR acquisitions can estimate elevation or surface deformation, such as subsidence, earthquakes, volcanoes, or ice motion.	geospatial insar	Interferometric Synthetic Aperture Radar.md; Synthetic Aperture Radar.md
What does DInSAR add to basic InSAR?	DInSAR compares interferograms or removes topographic phase to isolate surface change or deformation over time.	geospatial insar	Differential Interferometric Synthetic Aperture Radar.md
Why does coregistration matter in change detection?	Images must line up pixel-to-pixel; otherwise apparent change may be misregistration rather than real surface change.	geospatial remote-sensing	Coregistration.md
What is the difference between mosaicking and compositing?	Mosaicking stitches adjacent or overlapping scenes into one spatial product; compositing selects or combines observations over time or criteria such as cloud-free pixels.	geospatial remote-sensing	Mosaic.md
Why orthorectify an aerial or satellite image before measurement?	Orthorectification removes terrain, sensor angle, and camera distortion so the image can function as map-accurate geometry.	geospatial imagery	Orthoimage.md
When are GCPs still useful if an image has RPCs and a DEM?	GCPs improve absolute accuracy by tying the model to surveyed ground coordinates, especially for precision mapping or cross-sensor change detection.	geospatial imagery	Orthoimage.md
What does photogrammetry solve?	Photogrammetry extracts 3D geometry from overlapping photographs by matching features, estimating camera poses, and triangulating points.	geospatial photogrammetry	Photogrammetry.md
How do SfM and MVS relate in a modern photogrammetry pipeline?	SfM estimates camera poses and sparse structure; MVS densifies the reconstruction into dense point clouds, meshes, DEMs, or orthomosaics.	geospatial photogrammetry	Photogrammetry.md
Why does drone photogrammetry need overlap and varied viewpoints?	Overlapping views provide feature matches and parallax; without enough overlap and geometry, camera pose and 3D reconstruction become weak or fail.	geospatial photogrammetry	Photogrammetry.md
What is the core difference between remote sensing and Earth observation?	Remote sensing is measurement without physical contact; Earth observation is information gathering about Earth, often using remote sensing but not limited to it.	geospatial remote-sensing	Remote Sensing.md
When should active remote sensing be preferred over passive optical sensing?	Use active sensing when you need your own illumination, range measurement, cloud/night capability, or structural backscatter rather than reflected sunlight.	geospatial remote-sensing	Remote Sensing.md
Why does spatial resolution not fully describe a remote sensing product?	You also need spectral, radiometric, and temporal resolution to know what wavelengths, intensity levels, and revisit cadence the product supports.	geospatial remote-sensing	Remote Sensing.md
When is Level 2 remote sensing data often more usable than Level 1?	Level 2 contains derived geophysical variables or corrected products closer to analysis needs; Level 1 is closer to calibrated sensor observations.	geospatial remote-sensing	Remote Sensing.md
Why must remote-sensing classification products be validated?	Without independent reference data and accuracy assessment, map outputs may look plausible while hiding class imbalance, seasonal bias, or poor generalization.	geospatial remote-sensing	Remote Sensing.md
What is a GIS in practical workflow terms?	A GIS stores, analyzes, joins, transforms, and visualizes spatial data so location can be used as a query and analysis dimension.	geospatial gis	Geographic Information Systems.md
What does Tobler's First Law warn you to expect in spatial data?	Nearby things tend to be more related than distant things, so spatial autocorrelation can break assumptions behind random sampling and train/test splits.	geospatial spatial-analysis	Tobler's First Law of Geography.md
Why is geodesy not the same as cartography?	Geodesy measures and models Earth shape, position, and reference frames; cartography designs maps for communication.	geospatial geodesy	Geodesy.md
What is the practical difference between geolocation and geocoding?	Geolocation estimates where something is; geocoding turns an address or place description into coordinates, while reverse geocoding turns coordinates into a place description.	geospatial location	Geolocation.md; Geocode.md
When is geotagging not enough to georeference data?	Geotagging attaches a location to an item; georeferencing ties pixels, geometry, or coordinates into a spatial reference system so measurements and overlays work.	geospatial location	Geotagging.md; Georeference.md
What failure mode does geofencing inherit from geolocation?	If the position estimate, CRS, datum, or boundary geometry is wrong, the geofence decision can be wrong even if the rule itself is configured correctly.	geospatial location	Geofencing.md
Why is coordinate order a common geospatial bug?	GeoJSON and most web APIs use longitude, latitude, while humans often say latitude, longitude; swapped values can place data in the wrong ocean or hemisphere.	geospatial crs	Coordinate Reference System.md
When should EPSG:4326 be used?	Use EPSG:4326 for WGS84 geographic lon/lat storage, GPS-like coordinates, GeoJSON, and API interchange, not for planar distance or area calculations.	geospatial crs	Coordinate Reference System.md; epsg.org
When should EPSG:3857 be used?	Use Web Mercator EPSG:3857 for web map tile display, not for accurate area or distance analysis because distortion grows at high latitudes.	geospatial crs	Coordinate Reference System.md; Mercator.md
Why are distance calculations in raw EPSG:4326 dangerous?	Coordinates are degrees, not meters; planar Euclidean distance on lon/lat produces meaningless or location-dependent results.	geospatial crs	Coordinate Reference System.md; PostGIS.md
When should you project to a local CRS instead of using Web Mercator?	Use a local projected CRS for accurate measurement, buffering, and area calculations in a limited region.	geospatial crs	Coordinate Reference System.md
What is an EPSG code useful for?	An EPSG code is a compact identifier for a CRS or coordinate operation, letting software avoid ambiguous projection and datum descriptions.	geospatial crs	EPSG Code.md
How does SRID relate to EPSG in databases?	An SRID is the spatial reference identifier stored with geometries; it often matches an EPSG code, but the important point is that the database knows the CRS.	geospatial crs	SRID.md
When is UTM a good projection choice?	Use UTM for local or regional work within one zone when you need meter units and lower distortion than global web projections.	geospatial crs	Universal Transverse Mercator.md
Why does MGRS exist if lat/lon already works?	MGRS provides a compact grid reference useful for field, military, and map-sheet workflows where grid squares and precision levels are easier to communicate than decimal degrees.	geospatial crs	Military Grid Reference System.md
What is the antimeridian failure mode?	Geometries crossing 180 degrees longitude can be interpreted as spanning the long way around the world unless split or wrapped correctly.	geospatial crs	Antimeridian.md
How should GeoJSON crossing the antimeridian usually be handled?	Split the geometry at the antimeridian so coordinates remain unambiguous in the -180 to 180 longitude range.	geospatial crs	Antimeridian.md
Why does datum choice matter even when coordinates look plausible?	A datum defines the reference model for coordinates; the same numeric coordinate in different datums can refer to different real-world locations.	geospatial crs	Projection.md; PROJ.md; proj.org
What does PROJ do in the geospatial stack?	PROJ performs CRS transformations and geodetic operations, including projections, conversions, and datum transformations.	geospatial tooling	PROJ.md; proj.org
What problem does GDAL solve?	GDAL provides a common raster and vector data model plus drivers and command-line tools for reading, writing, converting, and processing many geospatial formats.	geospatial tooling	Geospatial Data Abstraction Library.md; gdal.org
How do GEOS, PROJ, and GDAL differ?	GEOS handles geometry predicates and operations; PROJ handles CRS transformations; GDAL handles geospatial file formats and raster/vector I/O.	geospatial tooling	GEOS.md; PROJ.md; Geospatial Data Abstraction Library.md
When should you use QGIS instead of writing code?	Use QGIS for visual inspection, quick editing, cartographic layout, CRS sanity checks, and exploratory workflows where interactive feedback matters.	geospatial tooling	QGIS.md
When is ArcGIS mainly attractive despite open-source alternatives?	ArcGIS is attractive for enterprise GIS governance, Esri ecosystem integration, managed services, licensing support, and organizations already standardized on Esri workflows.	geospatial tooling	ArcGIS.md
What is the practical difference between vector and raster data?	Vector represents discrete features as geometries with attributes; raster represents continuous fields or imagery as grids of pixel values.	geospatial data-models	Vector.md; Raster.md
When should vector be chosen over raster?	Use vector for discrete objects with meaningful boundaries, attributes, and topology such as parcels, roads, incidents, and administrative areas.	geospatial data-models	Vector.md
When should raster be chosen over vector?	Use raster for continuous surfaces, imagery, model grids, elevation, temperature, land cover, and other cell-based measurements.	geospatial data-models	Raster.md
Why is point cloud a separate data model rather than just vector points?	Point clouds contain massive 3D samples with attributes such as intensity, return number, scan angle, and classification; they need specialized storage and indexing.	geospatial point-clouds	Light Detection and Ranging.md
When is GeoJSON the right format?	Use GeoJSON for small web API responses, configuration boundaries, examples, and client-side map layers where human-readable JSON and broad support matter.	geospatial formats	GeoJSON.md
Why is Shapefile still common but usually not ideal?	It is universally supported legacy GIS exchange, but has split files, 2GB limits, short field names, weak types, and encoding/projection gotchas.	geospatial formats	Shapefile.md; Vector.md
When is GeoPackage a good replacement for Shapefile?	Use GeoPackage for local exchange or storage when you want a single SQLite-based file with multiple layers, better attribute types, CRS support, and spatial indexes.	geospatial formats	GeoPackage.md
When is FlatGeobuf a strong choice?	Use FlatGeobuf for large static vector datasets that need fast streaming or spatial bbox queries directly from object storage or a CDN.	geospatial formats	FlatGeobuf.md; flatgeobuf.org
What is FlatGeobuf bad at?	It lacks efficient non-spatial attribute indexing and in-place edits, so it is poor for transactional editing or filtering primarily by attributes.	geospatial formats	FlatGeobuf.md
Why does full-file gzip compression break FlatGeobuf's main advantage?	It prevents byte-range random access to indexed features, forcing the reader to decompress sequentially instead of fetching only relevant feature bytes.	geospatial formats	FlatGeobuf.md
When is GeoParquet the right vector format?	Use GeoParquet for analytics-first vector data lakes where column pruning, row-group filtering, cloud scans, and SQL engines like DuckDB or Spark matter.	geospatial geoparquet	GeoParquet.md; geoparquet.org
Why is GeoParquet not a complete web-map serving solution?	It preserves analytical features but lacks visualization overviews or viewport tiling, so browsers may still need too much data at low zooms.	geospatial geoparquet	GeoParquet.md
What does GeoArrow add to GeoParquet workflows?	GeoArrow defines efficient in-memory columnar geometry layouts, reducing serialization cost after GeoParquet data is loaded for computation.	geospatial geoarrow	GeoArrow.md; geoarrow.org
When should COG be preferred over classic GeoTIFF?	Use COG when raster imagery or DEMs must be read remotely by spatial window or overview without downloading the whole file.	geospatial cog	Cloud-Optimized GeoTIFF.md; cogeo.org
What two internal features make a COG cloud-optimized?	Internal tiling and overview pyramids let readers fetch the right resolution and spatial chunks using HTTP range requests.	geospatial cog	Cloud-Optimized GeoTIFF.md; cogeo.org
Why is every COG a GeoTIFF but not every GeoTIFF a COG?	COG is a GeoTIFF with a specific internal layout for range-readable cloud access; ordinary GeoTIFFs may lack tiling, overviews, or header organization.	geospatial cog	Cloud-Optimized GeoTIFF.md
When should Zarr be preferred over COG?	Use Zarr for large multidimensional arrays such as climate, weather, ocean, or time-series data cubes with chunked access across space, time, variables, or levels.	geospatial zarr	Zarr.md
What is the main operational downside of Zarr on object storage?	A large Zarr store can contain many objects, creating request, listing, movement, and lifecycle-management overhead.	geospatial zarr	Zarr.md
Why is STAC commonly paired with COGs?	STAC tells clients what assets exist, where they are, and their metadata; COG lets clients read the raster assets efficiently by spatial window.	geospatial stac	SpatioTemporal Asset Catalog.md
What is the atomic unit a STAC user usually cares about?	A STAC Item, which is a GeoJSON feature describing one scene, granule, or observation and linking to one or more assets.	geospatial stac	SpatioTemporal Asset Catalog.md; stacspec.org
How do STAC Catalog, Collection, Item, and Asset differ?	Catalog links things together; Collection groups related items with extents and shared metadata; Item describes one observation; Assets are the actual files.	geospatial stac	SpatioTemporal Asset Catalog.md; stacspec.org
When is STAC the wrong abstraction?	If the geometry is the data itself, such as building footprints or parcels, use feature APIs or vector formats; STAC is for metadata about assets.	geospatial stac	Cloud-Native Geospatial.md
When is a dynamic STAC API better than static STAC files?	Use an API for search by bbox, datetime, collection, and attributes; static catalogs are simpler but poor for large-scale search.	geospatial stac	SpatioTemporal Asset Catalog.md; stacspec.org
When is a static STAC catalog attractive?	Use static STAC when metadata can live as files on object storage, updates are simple, and crawling or bulk access matters more than rich search.	geospatial stac	SpatioTemporal Asset Catalog.md
What is the main STAC interoperability gotcha?	STAC is flexible, so different providers may use extensions and fields differently; users must inspect item assets, extensions, and provider conventions.	geospatial stac	SpatioTemporal Asset Catalog.md
What problem does cloud-native geospatial solve?	It lets clients discover, subset, and process massive geospatial data in place on object storage rather than downloading whole files first.	geospatial cloud-native	Cloud-Native Geospatial.md
What is the shared design pattern behind COG, COPC, FlatGeobuf, PMTiles, and GeoParquet?	Metadata or indexes point to spatially or logically relevant chunks, allowing partial reads through range requests or object-level chunk access.	geospatial cloud-native	Cloud-Native Geospatial.md
Why is object storage central to cloud-native geospatial?	Object storage provides cheap durable storage and HTTP access, while compute can be ephemeral, distributed, and moved to the data.	geospatial cloud-native	Cloud-Native Geospatial.md
When should you avoid forcing a dataset into a cloud-native format?	Avoid it when access patterns are small, local, rarely repeated, or transactional enough that conversion and operational complexity outweigh partial-read benefits.	geospatial cloud-native	Cloud-Native Geospatial.md
What is the difference between Spatial SQL and desktop GIS analysis?	Spatial SQL expresses geometry operations as database queries, making joins, filters, aggregations, and indexes part of repeatable data workflows.	geospatial spatial-sql	Geographic Information Systems.md; PostGIS.md
When should PostGIS be used instead of DuckDB Spatial?	Use PostGIS for multi-user services, transactional updates, persistent databases, concurrent clients, and production spatial APIs.	geospatial databases	PostGIS.md; DuckDB.md
When should DuckDB Spatial be used instead of PostGIS?	Use DuckDB Spatial for single-process analytics, notebooks, local ETL, scanning Parquet or GeoParquet, and fast medium-scale exploratory work without a server.	geospatial databases	DuckDB.md; duckdb.org
Why does PostGIS have both geometry and geography types?	Geometry is fast planar math in a CRS; geography treats lon/lat on Earth for meter-based distance and area, trading speed for global correctness.	geospatial postgis	PostGIS.md
What is the safe PostGIS rule for distance in lon/lat data?	Store `geometry(Point, 4326)` for compatibility and indexing, then cast to `geography` or project locally when accurate meters are needed.	geospatial postgis	PostGIS.md
What failure mode does a missing spatial index create in PostGIS?	Spatial predicates may become full table scans, forcing exact geometry checks against every row instead of indexed candidate filtering.	geospatial postgis	PostGIS.md; Geospatial Index.md
What does OGC Simple Features standardize?	It standardizes common 2D geometry types, WKT/WKB encodings, and spatial predicates/functions used by GIS tools and databases.	geospatial standards	Simple Features Access.md; ogc.org
When should OGC API Features be used instead of STAC?	Use OGC API Features to serve actual feature collections such as parcels, roads, or sensors; use STAC to catalog assets such as imagery files.	geospatial standards	Cloud-Native Geospatial.md; ogcapi.ogc.org
What is OGC API Processes for in a geospatial architecture?	It provides a standard way to expose geospatial processing jobs through web APIs, useful when workflows need server-side execution rather than file discovery.	geospatial standards	ogcapi.ogc.org
What problem does a spatial index solve that a B-tree cannot?	A B-tree orders one-dimensional values; spatial indexes organize two- or three-dimensional proximity and bounding relationships for efficient spatial queries.	geospatial indexing	Geospatial Index.md
Why does an index on latitude plus an index on longitude not solve proximity search well?	Each index is one-dimensional, so the database still scans large strips or rectangles and filters many candidates outside the true search radius.	geospatial indexing	Geospatial Index.md
What is the two-phase pattern in spatial-indexed queries?	The index first returns approximate candidates by bounding boxes or cells; exact geometry predicates then filter false positives.	geospatial indexing	Geospatial Index.md
Why do R-trees use bounding rectangles?	Bounding rectangles cheaply approximate complex geometry so whole branches can be skipped when they cannot intersect a query window.	geospatial indexing	R-Tree.md; Geospatial Index.md
When is GiST the safe default in PostGIS?	Use GiST for most geometry columns and mixed shape queries because it supports PostGIS R-tree-like indexing over points, lines, and polygons.	geospatial indexing	GiST.md; Geospatial Index.md
When might SP-GiST be better than GiST?	SP-GiST can be better for certain clustered point data because it partitions space into non-overlapping regions, but it is less general for complex polygons.	geospatial indexing	GiST.md; Geospatial Index.md
When is a QuadTree conceptually useful?	Use QuadTree thinking for recursively subdividing 2D space into four regions, especially for tiling, simple spatial partitioning, or roughly uniform point data.	geospatial indexing	QuadTree.md
What is an Octree used for?	An Octree extends QuadTree subdivision to 3D space and is useful for point clouds, 3D tiles, and volumetric spatial indexing.	geospatial indexing	Octree.md
Why are space-filling curves useful in geospatial storage?	They map multidimensional space to one-dimensional order while preserving locality enough to cluster nearby features or tiles on disk.	geospatial indexing	Space-filling Curve.md
Why is the Hilbert curve often preferred over simpler ordering?	Hilbert ordering tends to preserve spatial locality better than many simpler curves, improving chunk clustering and range-read efficiency.	geospatial indexing	Hilbert Curve.md
When should H3 be used?	Use H3 for hierarchical hexagonal aggregation, neighborhood smoothing, grid-based visualization, and approximate spatial joins over point-like events.	geospatial h3	H3.md; h3geo.org
Why is H3 not a replacement for PostGIS geometry indexes?	H3 cells are approximations and require coverings or second-pass filters for polygons; GiST geometry indexes support exact predicates over actual shapes.	geospatial h3	H3.md; Geospatial Index.md
What is the main H3 resolution gotcha?	Too coarse loses signal; too fine creates sparse cells and slower aggregation, sometimes implying false precision beyond the input data accuracy.	geospatial h3	H3.md
Why do H3 pentagons matter?	H3 has 12 pentagonal cells from its icosahedral construction, which can behave differently in neighbor algorithms and create subtle edge cases.	geospatial h3	H3.md; h3geo.org
How does H3 differ from Geohash?	H3 uses hierarchical hexagon-like cells with consistent neighbor relationships; Geohash uses rectangular string prefixes that are simple but distort and have neighbor edge cases.	geospatial indexing	H3.md; Geohash.md
When is Geohash still attractive?	Use Geohash when you need a simple string prefix index that works in ordinary databases without geospatial extensions.	geospatial indexing	Geohash.md
What does S2 provide compared with H3?	S2 partitions the sphere into hierarchical cells derived from cube faces and is useful for spatial covering, indexing, and region approximation on the sphere.	geospatial indexing	S2 Geometry.md; s2geometry.io
What is a DGGS in practical terms?	A DGGS references Earth using structured cell identifiers instead of only coordinates, enabling multiresolution grids for indexing, aggregation, and analysis.	geospatial dggs	Discrete Global Grid System.md; ogc.org
When should you be skeptical of global cell-grid analysis?	Grid choice, resolution, cell area variation, boundary effects, and false precision can change analytical conclusions.	geospatial dggs	Discrete Global Grid System.md; H3.md
What is GeoPandas best for?	GeoPandas is best for Pythonic vector analysis on GeoDataFrames: reading files, spatial joins, buffers, overlays, and exploratory geospatial workflows.	geospatial python	Geopandas.md; geopandas.org
What does Shapely provide under GeoPandas?	Shapely provides geometry objects and operations such as intersection, containment, buffering, and validity checks.	geospatial python	Shapely.md
When should you reach for PyProj?	Use PyProj when code needs CRS transformations, projection definitions, or datum-aware coordinate operations through PROJ.	geospatial python	PyProj.md; proj.org
What does Fiona traditionally handle in Python geospatial workflows?	Fiona handles vector file I/O through GDAL/OGR, though newer stacks increasingly use pyogrio for faster GeoPandas reads and writes.	geospatial python	Fiona.md; Geopandas.md
When should rasterio be used instead of GeoPandas?	Use rasterio for raster datasets such as GeoTIFFs and COGs, pixel windows, bands, transforms, and raster reprojection; GeoPandas is for vector features.	geospatial python	rasterio.md; rasterio.readthedocs.io
What is GeoAlchemy2 for?	GeoAlchemy2 adds PostGIS geometry/geography types and spatial functions to SQLAlchemy workflows, but geometry serialization and migrations still need care.	geospatial python	GeoAlchemy2.md
When is Apache Sedona appropriate?	Use Sedona when spatial joins and geometry operations need to run across distributed Spark-scale datasets rather than single-machine or database workflows.	geospatial big-data	Apache Sedona.md
When is Google Earth Engine the right tool?	Use GEE for planetary-scale remote-sensing analysis with hosted datasets and server-side computation, accepting platform constraints and less open deployability.	geospatial earth-engine	Google Earth Engine.md; Cloud-Native Geospatial.md
Why did cloud-native geospatial emerge partly as an answer to GEE?	It recreates discovery, access, and scalable analysis with open standards and object storage instead of relying on one proprietary hosted platform.	geospatial cloud-native	Cloud-Native Geospatial.md
When should Cesium be chosen over MapLibre?	Use Cesium for globe, terrain, 3D tiles, massive 3D city models, point clouds, and time-dynamic 3D scenes rather than flat 2D web maps.	geospatial visualization	Cesium.md
What does a geotransform define for a raster?	It maps pixel coordinates to real-world coordinates using origin, pixel size, rotation, and sign conventions, together with the raster CRS.	geospatial raster	Geotransform.md
Why is a raster geotransform not enough without a CRS?	The transform maps pixels into coordinate numbers, but the CRS defines what those numbers mean on Earth.	geospatial raster	Geotransform.md; Coordinate Reference System.md
When is kepler.gl useful?	Use kepler.gl for quick exploratory visualization of large geospatial datasets, especially point, trip, arc, grid, and H3-style layers.	geospatial visualization	kepler.gl.md
When is leafmap useful?	Use leafmap for notebook-based exploratory geospatial analysis, quick maps, raster inspection, and teaching rather than production web apps.	geospatial python	leafmap.md
When is geemap the right choice?	Use geemap when you want to work with Google Earth Engine from Python notebooks instead of the Earth Engine JavaScript interface.	geospatial python	geemap.md
When is Lonboard useful?	Lonboard is useful for fast notebook visualization of large GeoArrow or GeoParquet-backed data through deck.gl.	geospatial visualization	Lonboard.md
What problem does TorchGeo solve for ML pipelines?	TorchGeo handles geospatial-specific data loading, CRS alignment, sampling, multispectral bands, and dataset splits that ordinary torchvision pipelines ignore.	geospatial ml	TorchGeo.md
Why can random train/test splits be dangerous in geospatial ML?	Spatial autocorrelation lets nearby samples leak information across splits, producing overly optimistic accuracy estimates.	geospatial ml	TorchGeo.md; Tobler's First Law of Geography.md
When should TorchGeo be preferred over torchvision?	Use TorchGeo for satellite, aerial, multispectral, geospatial labels, patch sampling, and CRS-aware datasets; use torchvision for ordinary natural-image workflows.	geospatial ml	TorchGeo.md
What is Element84 Earth Search best used for?	Use Earth Search as a STAC API to find cloud-hosted Sentinel, Landsat, NAIP, and related assets on AWS by bbox, time, collection, and metadata filters.	geospatial data-sources	Element84 Earth Search.md
Why is Earth on AWS not itself a data access API?	It is a broad AWS geospatial landing page and program umbrella; actual dataset discovery often happens through registries or STAC APIs like Earth Search.	geospatial data-sources	Earth on AWS.md
When should you use NASA Earthdata?	Use NASA Earthdata as the primary portal and access ecosystem for NASA Earth observation datasets and documentation.	geospatial data-sources	NASA EarthData.md; earthdata.nasa.gov
When should you use USGS EarthExplorer?	Use EarthExplorer for USGS data discovery and downloads such as Landsat, aerial imagery, elevation, and other Earth science products.	geospatial data-sources	USGS EarthExplorer.md
