Front	Back	Tags	Source
Why are sticky sessions a design smell?	They imply important state lives on one instance, which weakens load distribution, failover, autoscaling, and rolling deploy behavior.	system-design load-balancing	Sticky Session.md
Why is a load balancer itself a high-availability concern?	If all traffic depends on one balancer, it is a single point of failure; production designs replicate balancers or use managed highly available entry points.	system-design load-balancing	Load Balancing.md
When should a reverse proxy sit in front of backend services?	Use it for TLS termination, routing, caching, compression, request normalization, shielding origins, or centralizing edge-facing behavior.	system-design proxy	Reverse Proxy.md
How does a forward proxy differ from a reverse proxy?	A forward proxy represents clients reaching outside services; a reverse proxy represents backend services to incoming clients.	system-design proxy	Forward Proxy.md; Reverse Proxy.md
When does service discovery become necessary?	Use service discovery when instances change frequently due to autoscaling, deployments, failures, or scheduling, so clients cannot rely on fixed host lists.	system-design service-discovery	System Design (Index).md
When is a service mesh worth the extra operational layer?	Use a service mesh when service-to-service traffic needs consistent mTLS, retries, timeouts, routing policy, telemetry, or authorization across many services.	system-design service-mesh	Service Mesh.md
What is the main tradeoff of a service mesh?	It moves cross-cutting network policy out of app code, but adds sidecars or proxies, configuration complexity, debugging overhead, and another failure surface.	system-design service-mesh	System Design (Index).md
What problem does rate limiting solve before overload reaches core dependencies?	It bounds per-client, per-user, per-tenant, or per-service request rates so one actor cannot consume all shared capacity.	system-design rate-limiting	Rate Limiting.md
Why should rate limiting keys match the abuse or fairness problem?	A global limit protects total capacity; user, IP, tenant, API-key, or endpoint limits protect fairness for the specific resource being abused.	system-design rate-limiting	System Design (Index).md
When is REST a good default API style?	Use REST for resource-oriented APIs where standard HTTP methods, status codes, representations, caching, and broad tooling are useful.	system-design api-design	Representational State Transfer.md; ietf.org/rfc9110
When should RPC be preferred over REST?	Use RPC for action-oriented internal service calls where a typed operation model is clearer than pretending every operation is resource CRUD.	system-design api-design	Remote Procedure Call.md
What is the main gotcha of treating RPC like a local function call?	Network calls have partial failure, retries, timeouts, latency, versioning, and idempotency concerns that local calls usually do not.	system-design rpc	Remote Procedure Call.md
When is gRPC a strong fit?	Use gRPC for internal service-to-service APIs needing strong contracts, efficient binary encoding, HTTP/2 multiplexing, streaming, deadlines, and generated clients.	system-design grpc	gRPC.md
Why is gRPC often awkward for public browser-facing APIs?	Browsers and many external clients work more naturally with JSON over HTTP; raw gRPC usually needs gRPC-Web, proxies, generated clients, and binary debugging tools.	system-design grpc	gRPC.md
When should GraphQL be considered instead of REST?	Use GraphQL when clients need flexible field selection across a typed schema and REST endpoints cause repeated over-fetching, under-fetching, or client-specific endpoints.	system-design graphql	System Design (Index).md
What failure mode does GraphQL introduce if left unconstrained?	Clients can issue expensive nested queries, so production GraphQL needs complexity limits, auth per field, caching strategy, and observability.	system-design graphql	System Design (Index).md
When is a webhook better than polling?	Use webhooks when an external system can push event notifications to your endpoint, reducing polling waste and delay.	system-design webhooks	Webhook.md
What are the core correctness requirements for receiving webhooks?	Verify signatures, deduplicate by event ID, respond quickly, process asynchronously, handle retries, tolerate out-of-order delivery, and support replay or backfill.	system-design webhooks	Webhook.md
How is a webhook different from an internal message queue?	A webhook is cross-organization HTTP event delivery to your endpoint; a queue is usually internal durable buffering between your own producers and consumers.	system-design webhooks	Webhook.md
When should WebSockets be used instead of SSE?	Use WebSockets when the client and server both need to send data at arbitrary times, especially for chat, collaborative editing, games, or bidirectional control.	system-design realtime	WebSockets.md
What makes WebSockets harder to operate than ordinary HTTP requests?	They are long-lived and stateful, so servers must manage connection state, reconnect behavior, auth refresh, backpressure, load balancing, and fanout coordination.	system-design realtime	WebSockets.md
When is SSE the simplest real-time option?	Use server-sent events when browsers need one-way server-to-client updates over plain HTTP, such as progress, notifications, dashboards, or token streaming.	system-design realtime	Server-Sent Event.md
What does SSE provide that plain long polling does not?	SSE keeps one HTTP stream open, supports event IDs and browser reconnection, and avoids repeatedly opening request cycles just to check for updates.	system-design realtime	Server-Sent Event.md
When is long polling still a reasonable fallback?	Use long polling when WebSockets or SSE are unavailable, updates are infrequent, or infrastructure only supports ordinary request-response HTTP.	system-design realtime	System Design (Index).md
Why is short polling usually the least efficient update pattern?	It sends repeated requests whether or not data changed, wasting server capacity and adding update latency equal to the polling interval.	system-design realtime	System Design (Index).md
What HTTP property matters most when designing APIs?	HTTP semantics define methods, status codes, headers, caching, and representations; these shape client behavior beyond just payload format.	system-design http	HTTP.md; ietf.org/rfc9110
Why should safe and idempotent HTTP methods be used correctly?	Caches, retries, crawlers, and clients rely on method semantics; misusing GET for state changes or POST for idempotent replacement creates correctness risks.	system-design http	HTTP.md; ietf.org/rfc9110
What problem did HTTP/1.1 persistent connections solve?	They avoid opening a new TCP connection for every request, reducing handshake overhead compared with HTTP/1.0.	system-design http	HTTP 1.1.md
What problem did HTTP/2 solve over HTTP/1.1?	HTTP/2 multiplexes many streams over one connection and compresses headers, reducing HTTP-level head-of-line blocking and repeated header overhead.	system-design http	HTTP 2.md
Why did HTTP/3 move from TCP to QUIC over UDP?	HTTP/2 still suffered TCP-level head-of-line blocking; QUIC gives independent streams, integrated TLS 1.3, faster setup, and connection migration.	system-design http	HTTP 3.md; httpwg.org/rfc9114
Why can HTTP/3 help mobile clients specifically?	QUIC connection IDs can survive IP and network changes, so a connection can migrate from WiFi to cellular without breaking the same way TCP does.	system-design http	HTTP 3.md; httpwg.org/rfc9114
What is head-of-line blocking in system design terms?	One blocked packet, request, queue item, or stream prevents later independent work from progressing, increasing tail latency.	system-design performance	Head-of-Line Blocking.md
When should DNS be part of a system design discussion?	Discuss DNS for name resolution, regional routing, failover, service discovery, TTL behavior, certificate validation, and how users reach entry points.	system-design networking	Domain Name Service.md
What is the main tradeoff of GeoDNS?	GeoDNS can steer users toward nearby or healthy regions, but DNS caching and resolver behavior make failover imprecise and not instant.	system-design networking	System Design (Index).md
When does Anycast help availability and latency?	Anycast lets multiple sites advertise the same IP prefix so network routing sends users to a nearby or available location, common for DNS and edge networks.	system-design networking	System Design (Index).md
What is TLS termination useful for?	Terminate TLS at a proxy, load balancer, or edge to centralize certificates, inspection, routing, and offload, while deciding separately whether backend traffic also needs encryption.	system-design tls	TLS Termination.md
Why is TCP termination different from TLS termination?	TCP termination ends the client transport connection at an intermediary; TLS termination decrypts traffic there. A proxy can do one, both, or neither depending on design.	system-design networking	TCP Termination.md
When should an edge server handle work instead of the origin?	Use the edge for cacheable content, lightweight auth or routing, redirects, personalization, bot filtering, or low-latency compute that avoids origin round trips.	system-design edge	Edge Server.md
What is the origin server in a CDN-backed architecture?	The origin is the authoritative backend that generates or stores the content the CDN or edge cache retrieves, stores, and serves.	system-design cdn	Origin Server.md
When is a relational database the right default?	Use a relational database when structured data, relationships, constraints, transactions, joins, and ad hoc SQL queries are central.	system-design databases	Relational Database.md
When is a key-value store a better fit than a relational database?	Use a key-value store for simple primary-key access patterns such as caches, sessions, feature flags, profiles, counters, or configuration.	system-design databases	Key-Value Database.md
When does a document database fit naturally?	Use a document database when records vary by shape and are usually read or written as whole aggregates rather than joined across many normalized tables.	system-design databases	System Design (Index).md
When is a wide-column database attractive?	Use wide-column stores for very large, distributed, high-write workloads with predictable query patterns and sparse rows.	system-design databases	System Design (Index).md
When should object storage be chosen over a database?	Use object storage for large immutable blobs such as media, backups, logs, model artifacts, and data-lake files that are read or written as whole objects.	system-design storage	Blob Storage.md
How do OLTP and OLAP differ operationally?	OLTP serves many small current-state transactions; OLAP scans and aggregates large historical datasets for analysis and reporting.	system-design databases	System Design (Index).md
When should a data warehouse be introduced?	Use a warehouse when analytical reporting needs centralized, structured, query-optimized data separate from operational transaction systems.	system-design analytics	System Design (Index).md
What problem does a data lakehouse try to solve?	It combines low-cost data lake storage with warehouse-like table formats, transactions, schema management, and query performance.	system-design analytics	Data Lakehouse.md
When is a time-series database the right storage choice?	Use it for timestamped measurements that need efficient time-range queries, retention, downsampling, compression, and high ingest rates.	system-design databases	Time-Series Database.md
When is a distributed file system useful?	Use it when data must span machines while appearing as a shared namespace or storage API, often for large-scale compute or storage clusters.	system-design storage	Distributed File System.md
Why is PostgreSQL often a strong system-design default?	It gives SQL, transactions, constraints, indexes, JSONB, full-text search, geospatial extensions, replication, and mature operations before adding specialized systems.	system-design postgres	PostgreSQL.md; postgresql.org
When should PostgreSQL not be the only datastore?	Look elsewhere or add systems when write volume, global multi-region writes, specialized search, graph traversal, low-latency cache access, or analytical scans exceed its fit.	system-design postgres	PostgreSQL.md
Why is "NoSQL scales better" an incomplete design claim?	Scaling depends on workload, data model, consistency needs, query patterns, indexing, partition keys, operations, and whether relational features are actually required.	system-design databases	PostgreSQL.md
Why is Redis fast and what does that imply?	Redis is in-memory and simple to reason about, so operations are low latency; the tradeoff is memory cost, durability caveats, and hot-key risk.	system-design redis	Redis.md
When is Redis a poor source of truth?	Avoid Redis as primary durable storage when losing recent writes, replaying state, or relying on asynchronous persistence would violate correctness.	system-design redis	Redis.md
What Redis scaling issue can remain even after sharding by key slot?	A hot key can overload the single node that owns it, so sharding the keyspace does not guarantee evenly distributed request load.	system-design redis	Redis.md
When should an index be added to a database?	Add an index for real, frequent query patterns where faster reads justify extra storage, write amplification, and maintenance overhead.	system-design indexing	Index.md
Why is indexing every column usually wrong?	Every index costs disk, memory, write time, WAL volume, and planner complexity, and unused indexes can slow writes without improving reads.	system-design indexing	Index.md
When is a B-tree index the default choice?	Use B-trees for orderable values with equality filters, range scans, prefix-like sorted access, and ORDER BY support.	system-design indexing	B-Tree.md; postgresql.org
When is a hash index narrower than a B-tree?	Use a hash index only for equality lookups when range ordering, sorting, prefix scans, or general-purpose planner support are not needed.	system-design indexing	Hash Index.md; postgresql.org
When is a composite index better than two separate indexes?	Use a composite index when a common query filters or sorts by multiple columns in a specific order, letting the database satisfy the access pattern in one index scan.	system-design indexing	Index.md
Why does column order matter in a composite index?	The index is ordered by the leading column first, so an index on user_id and created_at helps user-scoped recency queries but not created_at-only queries.	system-design indexing	Index.md
When should a GIN index be considered in PostgreSQL?	Use GIN for rows containing many searchable keys or terms, such as full-text search, arrays, or JSONB containment.	system-design indexing	GIN Index.md; postgresql.org
When is a BRIN index useful?	Use BRIN for very large tables where values correlate with physical order, such as append-only timestamped logs, so block summaries can skip large ranges cheaply.	system-design indexing	BRIN Index.md; postgresql.org
When should a full-text search index replace ordinary filters?	Use it when users need tokenized, ranked, linguistic, or fuzzy-ish text search rather than exact structured filtering.	system-design search	Full-Text Search Index.md
When is a geospatial index needed?	Use geospatial indexes for containment, intersection, nearest-neighbor, distance, map, delivery-zone, or location-aware matching queries.	system-design geospatial	Geospatial Index.md
What is an inverted file index good for?	It maps terms or values to documents or rows containing them, making it a natural structure for full-text search and multi-valued lookup.	system-design indexing	Inverted File Index.md
When is a materialized view a good design tool?	Use it when expensive derived data is read often and can tolerate refresh lag, storage cost, and refresh operational complexity.	system-design databases	Materialized View.md
What is the gotcha with PostgreSQL materialized view refreshes?	A refresh recomputes and replaces the stored result; without CONCURRENTLY, readers can be blocked, and even concurrent refresh has cost and uniqueness constraints.	system-design postgres	Materialized View.md
Why does a connection pool protect a database?	It reuses expensive connections and caps concurrent database work so traffic spikes do not create connection storms that overwhelm the database.	system-design databases	Connection Pool.md
What failure mode happens when every app instance has a large DB pool?	Autoscaling can multiply open connections beyond database limits, causing queuing, timeouts, memory pressure, and worse latency under load.	system-design databases	Connection Pool.md
When does sharding become necessary?	Shard when one node cannot handle storage, write throughput, read throughput, or tenant isolation even after simpler fixes like indexing, replicas, and vertical scaling.	system-design sharding	Sharding.md
Why is shard key choice the central sharding decision?	It determines data distribution, query locality, hot spots, cross-shard operations, resharding pain, and whether common reads hit one shard or many.	system-design sharding	Sharding.md
What is the tradeoff of range sharding?	Range sharding preserves range queries and locality but can create hot spots when traffic or new writes concentrate in one range.	system-design sharding	Sharding.md
What is the tradeoff of hash sharding?	Hash sharding spreads keys evenly but destroys natural ordering and makes range queries or global aggregations require scatter-gather.	system-design sharding	Sharding.md
Why does consistent hashing help when nodes change?	It limits key movement when nodes are added or removed, avoiding the massive remapping caused by hash modulo node count.	system-design consistent-hashing	Consistent Hashing.md
What do virtual nodes improve in consistent hashing?	Virtual nodes spread each physical node across many ring positions, improving balance and distributing a failed node's ranges across many survivors.	system-design consistent-hashing	Consistent Hashing.md
How does a partition differ from a shard?	A partition is any subset of data assigned to a range, node, file, or processing unit; a shard is usually a partition placed on separate storage for horizontal scaling.	system-design partitioning	System Design (Index).md
When does a secondary index become risky in a sharded system?	It can add write amplification, lag, and scatter-gather reads if the secondary access pattern is not co-located with the primary shard key.	system-design indexing	Secondary Index.md; Sharding.md
How do local and global secondary indexes differ?	A local secondary index indexes data only within each shard and may need scatter-gather; a global secondary index is partitioned by the alternate key and speeds that read at higher write and consistency cost.	system-design indexing	Local Secondary Index.md; Global Secondary Index.md
When should replication be introduced?	Use replication to improve availability, durability, read capacity, geographic locality, failover, or disaster recovery, while explicitly handling lag and consistency.	system-design replication	Replication.md
How do synchronous and asynchronous replication trade off?	Synchronous replication improves consistency and durability before acking writes but increases latency and can reduce availability; asynchronous replication is faster but allows lag and possible loss.	system-design replication	Replication.md
When are read replicas unsafe to read from?	Avoid read replicas for workflows that must immediately observe recent writes unless you route read-your-writes to the primary or account for replica lag.	system-design replication	Replication.md
What does a WAL do for durability?	A write-ahead log records changes before data pages are modified, allowing committed work to be replayed after crashes and supporting replication and point-in-time recovery.	system-design databases	Write-Ahead Log.md
How does physical replication differ from logical replication?	Physical replication copies low-level storage or WAL changes so a replica mirrors the primary; logical replication publishes row or table-level changes for selective consumers.	system-design replication	Physical Replication.md; Logical Replication.md
When is a cache justified?	Use a cache when repeated reads are expensive and the data has acceptable freshness rules; do not add one without an invalidation or staleness plan.	system-design caching	Cache.md
Why is "cache everything" a weak design answer?	Caches add invalidation, consistency, memory, eviction, and failure-mode complexity, so they should target hot reads or expensive computations.	system-design caching	Cache.md
How does cache-aside work?	The app reads cache first, loads from the database on miss, writes the result into cache, and returns it; the app owns miss handling and population.	system-design caching	Cache-Aside.md
When is read-through caching preferable to cache-aside?	Use read-through when callers should treat the cache as the read interface and cache-miss loading should be centralized in the caching layer.	system-design caching	Read-Through Cache.md
When is write-through caching worth the write latency?	Use write-through when cache freshness matters enough to synchronously update both cache and backing store on writes.	system-design caching	Write-Through Cache.md
When is write-back caching acceptable?	Use write-back when lower write latency matters and delayed persistence or potential data loss is acceptable or mitigated with durable cache logs and recovery.	system-design caching	Write-Back Cache.md
When should write-around caching be used?	Use write-around when writes are unlikely to be reread soon and you want to avoid polluting the cache with cold data.	system-design caching	Write-Around Cache.md
What is the core design question behind cache invalidation?	When backing data changes, decide whether to delete, update, refresh, version, or let cached entries expire, and define the correctness impact of stale reads.	system-design caching	Cache Invalidation Strategy.md
Why are TTLs not enough for strict correctness?	A TTL bounds staleness eventually, but stale data can still be served until expiry and expiration timing is not a precise consistency mechanism.	system-design caching	Time to Live.md
What causes a cache stampede?	Many clients miss or expire the same hot key at once and all regenerate it, overwhelming the database or expensive backend.	system-design caching	Cache Stampede.md
How can a cache stampede be mitigated?	Use request coalescing, single-flight locks, jittered TTLs, stale-while-revalidate, cache warming, backpressure, and bounded database pools.	system-design caching	Cache Stampede.md; Request Coalescing.md
When is an in-process cache better than a distributed cache?	Use in-process cache for ultra-low-latency local repeated reads where per-instance duplication and inconsistent entries are acceptable.	system-design caching	System Design (Index).md
When is a distributed cache better than an in-process cache?	Use a distributed cache when many instances need shared cached state, consistent rate counters, shared sessions, or cache capacity beyond one process.	system-design caching	System Design (Index).md
When is client-side caching useful?	Use client-side caching to reduce network calls and latency for data the client can safely store with clear expiration, validation, and authorization boundaries.	system-design caching	System Design (Index).md
What makes CDN caching different from Redis-style application caching?	A CDN caches HTTP content near users to reduce origin load and geographic latency; Redis usually caches application data close to services.	system-design cdn	Content Delivery Network.md
What is the main CDN correctness risk for personalized content?	Bad cache keys or authorization boundaries can leak one user's or tenant's content to another; vary and purge rules must match the access model.	system-design cdn	System Design (Index).md
When should a message queue be introduced?	Use a queue to decouple producers and consumers, absorb bursts, move slow work out of the request path, and enable retryable asynchronous processing.	system-design messaging	System Design (Index).md
What tradeoff does a queue introduce into a user workflow?	It improves resilience and burst handling but adds eventual completion, queue lag, duplicate handling, observability needs, and user-facing status tracking.	system-design messaging	System Design (Index).md
When is pub-sub better than a queue?	Use pub-sub when multiple independent downstream consumers need to react to the same event without the producer knowing who they are.	system-design messaging	Publish-Subscribe.md
How do SNS and SQS differ in AWS architectures?	SNS fans out notifications to subscribers; SQS durably buffers work for pull-based consumers. Combining SNS with SQS gives fanout plus per-consumer durability.	system-design aws	Amazon SNS.md; Amazon SQS.md; docs.aws.amazon.com
When is EventBridge a better fit than SNS?	Use EventBridge for event-bus routing, SaaS or AWS-service integrations, schemas, filtering, and rule-based delivery across loosely coupled applications.	system-design aws	Amazon EventBridge.md; docs.aws.amazon.com
When is Kafka a better fit than a simple queue?	Use Kafka when you need durable replayable streams, high throughput, ordered partitions, consumer groups, independent consumers, and retention beyond immediate delivery.	system-design kafka	Kafka.md; kafka.apache.org
Why is Kafka partition key choice critical?	The key determines ordering, load distribution, parallelism, hot partitions, and which consumers can process related events in order.	system-design kafka	Kafka.md
What ordering guarantee does Kafka provide?	Kafka preserves order within a partition, not across all partitions in a topic, so global ordering requires one partition or extra sequencing logic.	system-design kafka	Kafka.md
Why should large media blobs not be placed directly on Kafka?	Kafka messages should carry references or metadata; large blobs increase broker storage, network pressure, replication cost, and consumer latency.	system-design kafka	Kafka.md
When should a Kafka consumer commit its offset?	Commit after the side effect is safely completed if losing the work is unacceptable; committing too early can skip work after a crash.	system-design kafka	Kafka.md
How do consumer groups scale Kafka processing?	Within a group, partitions are assigned across consumers so work is shared; adding consumers helps only up to the number of partitions.	system-design kafka	Kafka.md; Consumer Group.md
What is a stream offset useful for?	It records a consumer's position in an ordered stream so processing can resume, replay, or checkpoint after failures.	system-design streaming	Kafka.md; Stream Offset.md
When should a dead letter queue be used?	Use a DLQ after bounded retries fail so poison messages do not block progress and operators can inspect, repair, or replay them.	system-design messaging	Dead Letter Queue.md
Why must retries be paired with idempotency?	Retried operations can run more than once; idempotency prevents duplicate payments, duplicate jobs, duplicate messages, or corrupted state.	system-design reliability	Retry.md; Idempotency.md
Why is jitter important in backoff?	Jitter prevents many clients from retrying in synchronized waves, reducing retry storms against a recovering dependency.	system-design reliability	Backoff.md
What problem does the outbox pattern solve?	It records state changes and outbound events in the same local transaction so a service does not update its database but lose the event, or publish an event for a failed update.	system-design messaging	Outbox Pattern.md
When is CDC a better fit than manual event publishing from every writer?	Use change data capture when downstream systems need reliable database updates without trusting every application path to publish exactly the right events.	system-design cdc	Change Data Capture.md
What is the tradeoff of CDC-driven projections or search indexes?	They reduce coupling to writers but are usually eventually consistent and can lag, duplicate, or reorder changes unless consumers handle offsets carefully.	system-design cdc	Change Data Capture.md
When should at-least-once delivery be chosen?	Choose at-least-once when losing work is worse than duplicate processing, and make consumers idempotent or deduplicate by key.	system-design messaging	System Design (Index).md
When is at-most-once delivery acceptable?	Use at-most-once only when low latency or simplicity matters more than guaranteed processing, such as ephemeral notifications or presence updates.	system-design messaging	System Design (Index).md
Why is exactly-once best treated as an end-to-end design property?	Broker guarantees alone are not enough; the final effect must be applied once using idempotent writes, transactions, deduplication, and careful offset management.	system-design messaging	System Design (Index).md
When is a schema registry valuable?	Use it when producers and consumers exchange versioned events or messages and need compatibility checks, discovery, and generated bindings.	system-design messaging	System Design (Index).md
What failure does schema evolution planning prevent?	It prevents old readers or writers from breaking when fields are added, removed, renamed, retyped, or made required across asynchronous systems.	system-design schema	System Design (Index).md
When is CQRS useful?	Use CQRS when write models and read models have different shapes, consistency needs, performance constraints, or scaling patterns.	system-design architecture	System Design (Index).md
What is the main cost of CQRS?	It adds projection pipelines, eventual consistency, backfills, replay, duplicate models, and more places for bugs between writes and reads.	system-design architecture	System Design (Index).md
When is event sourcing appropriate?	Use event sourcing when an append-only event history is the source of truth and you need auditability, replay, temporal debugging, or derived state rebuilding.	system-design event-sourcing	System Design (Index).md
What is the main operational burden of event sourcing?	You must manage event schema evolution, replay time, snapshots, idempotent handlers, privacy deletes, and rebuilding projections safely.	system-design event-sourcing	System Design (Index).md
When does stream processing apply?	Use stream processing for continuous transformations, aggregations, enrichment, windowing, and alerts as events arrive rather than in offline batches.	system-design streaming	Stream Processing.md
When is complex event processing distinct from ordinary stream processing?	Use complex event processing when the system detects higher-level patterns across multiple event types, windows, sequences, or correlation rules.	system-design streaming	Complex Event Processing.md
When is Kafka Connect useful?	Use Kafka Connect to move data between Kafka topics and external systems with reusable source and sink connectors instead of custom integration code.	system-design kafka	Kafka Connect.md
When should a durable execution engine be used?	Use it for workflows spanning time, retries, timers, human approval, multiple services, or crashes where progress must be persisted and resumed.	system-design workflows	Durable Execution Engine.md
How is a durable execution engine different from a simple queue?	A queue stores work items; a durable execution engine stores workflow state, timers, retries, branches, and progress across steps.	system-design workflows	Durable Execution Engine.md
When should a long-running task leave the request path?	Move it async when it exceeds normal request timeouts, needs retries or cancellation, or must report progress independently of the original HTTP connection.	system-design workflows	System Design (Index).md
What does consistency mean in system design?	It is the degree to which reads observe the latest or expected state across replicas, transactions, or distributed components for a specific workflow.	system-design consistency	Consistency.md
When is strong consistency required?	Use strong consistency when stale reads would violate money movement, permissions, inventory, booking, uniqueness, or user trust.	system-design consistency	Strong Consistency.md
When is eventual consistency acceptable?	Use eventual consistency when temporary stale reads are tolerable and availability, latency, or scale matter more, such as feeds, analytics, reviews, or profile metadata.	system-design consistency	Eventual Consistency.md
What mistake does CAP theorem often cause in design discussions?	People treat it as a vague database label; it should be used to reason about what the system does during a network partition.	system-design cap-theorem	CAP Theorem.md
Under CAP, what choice is made during a partition?	If the network partitions, the system must either preserve consistency by rejecting some work or preserve availability by serving possibly stale or divergent data.	system-design cap-theorem	CAP Theorem.md
Why can different parts of one product choose different consistency levels?	Some workflows are correctness-critical, like ticket booking; others, like event descriptions or profile pictures, can tolerate temporary staleness.	system-design consistency	CAP Theorem.md
When is read-your-writes consistency enough?	Use it when a user must immediately see their own update, even if other users or regions can see it later.	system-design consistency	Read-your-Writes Consistency.md
When does causal consistency matter?	Use it when users should not observe effects before causes, such as seeing a reply before the original comment in collaborative systems.	system-design consistency	Causal Consistency.md
How does linearizability differ from serializability?	Linearizability is a real-time guarantee for operations appearing instantaneously on an object; serializability is a transaction isolation guarantee equivalent to some serial order.	system-design consistency	Linearizability.md; Serializability.md
When is serializability worth the concurrency cost?	Use serializable isolation when concurrent transactions can otherwise violate business invariants, such as double spending, overlapping reservations, or uniqueness rules.	system-design transactions	Serializability.md
When does optimistic concurrency control work well?	Use OCC when conflicts are rare and retrying failed writes is acceptable, avoiding locks on the common path.	system-design transactions	Optimistic Concurrency Control.md
When does pessimistic concurrency control work better than optimistic control?	Use PCC when conflicts are common or retries are expensive or dangerous, accepting blocking, lock contention, and possible deadlocks.	system-design transactions	Pessimistic Concurrency Control.md
What problem does two-phase locking try to prevent?	2PL prevents conflicting concurrent access by holding locks through a growing phase before release, supporting serializable behavior at the cost of contention and deadlocks.	system-design transactions	Two-Phase Locking.md
When is 2PC justified despite its blocking behavior?	Use two-phase commit only when atomic commit across multiple resources is mandatory and coordinator failure or participant blocking is acceptable.	system-design transactions	Two-Phase Commit.md
