Front	Back	Tags	Source
What is a common health-check failure mode?	A shallow check can say healthy while the service cannot reach a critical dependency or perform real work.	networking reliability	Networking (Index).md
What problem does service discovery solve?	Service discovery lets clients find current service locations as instances scale, move, fail, or change addresses.	networking service-discovery	Networking (Index).md
Why should clients not hardcode backend IPs in dynamic systems?	Instances are replaced, scaled, moved, or failed over; service discovery keeps clients pointed at live endpoints.	networking service-discovery	Networking (Index).md
What problem does DNS solve?	DNS maps human-readable names to records such as IP addresses, aliases, mail routing, and service metadata.	networking dns	Domain Name Service.md; rfc-editor.org
Why is DNS a distributed hierarchy rather than one global database?	Hierarchical delegation lets root, TLD, and domain operators share authority and scale name resolution globally.	networking dns	rfc-editor.org
What is the difference between a recursive resolver and an authoritative nameserver?	A recursive resolver performs lookup work for clients and may cache results; an authoritative nameserver holds official records for a zone.	networking dns	rfc-editor.org
What does a root nameserver do?	A root nameserver directs resolvers toward the authoritative servers for top-level domains such as com or org.	networking dns	rfc-editor.org
What does an authoritative nameserver control?	It serves the official DNS records for a domain or delegated zone.	networking dns	rfc-editor.org
What is a fully qualified domain name?	An FQDN gives the complete DNS name in the hierarchy, specifying the host or name all the way to the root.	networking dns	Fully Qualified Domain Name.md
How does a subdomain differ from a top-level domain?	A TLD is the highest suffix under the root, such as com; a subdomain is nested under another domain, such as api.example.com.	networking dns	Top-Level Domain.md; Networking (Index).md
What does an A record do?	An A record maps a DNS name to an IPv4 address.	networking dns	Networking (Index).md
What does an AAAA record do?	An AAAA record maps a DNS name to an IPv6 address.	networking dns	Networking (Index).md
When should you use a CNAME record?	Use a CNAME when one DNS name should alias another canonical DNS name rather than directly listing address records.	networking dns	CNAME Record.md
What is a common CNAME gotcha?	A CNAME cannot coexist with other records at the same name, so it is usually inappropriate at a zone apex unless the provider offers a flattening feature.	networking dns	rfc-editor.org
What does reverse DNS do?	Reverse DNS maps an IP address back to a domain name, commonly for diagnostics, logging, and some mail reputation checks.	networking dns	Reverse DNS.md
What does DNSSEC add to DNS?	DNSSEC adds signed DNS data so resolvers can authenticate that responses came from the zone authority and were not tampered with.	networking dns	Networking (Index).md; icann.org
What does DNSSEC not provide?	DNSSEC does not encrypt DNS queries or hide what name was looked up; it authenticates DNS data.	networking dns	icann.org
What problem does GeoDNS solve?	GeoDNS returns different DNS answers based on client or resolver location so users can be routed to a closer or regional endpoint.	networking dns	Networking (Index).md
What is the main gotcha with GeoDNS?	DNS sees the resolver or client-subnet hint, not always the exact end user, and cached answers can outlive routing changes.	networking dns	Networking (Index).md
What role does ICANN play in internet naming?	ICANN coordinates global domain-name policy, registrar accreditation, and unique identifier governance, including the IANA function.	networking governance	Internet Corporation for Assigned Names and Numbers.md; icann.org
How is IANA different from ICANN?	IANA is the function maintaining root-zone, protocol-parameter, and number registries; ICANN is the organization that performs and coordinates that function.	networking governance	Internet Assigned Numbers Authority.md; iana.org
What does a registrar do?	A registrar is authorized to register and manage domain names for customers under registry and ICANN rules.	networking governance	Networking (Index).md; icann.org
Why is DNS caching both useful and risky?	Caching reduces latency and load, but stale cached answers can delay failovers or configuration changes.	networking dns	rfc-editor.org
What problem does NTP solve?	NTP synchronizes clocks across machines so logs, certificates, distributed systems, and security protocols agree on time.	networking protocols	Network Time Protocol.md
What failure mode can bad clock sync create?	Bad clocks can break TLS certificate validation, confuse logs, invalidate tokens, and make distributed debugging unreliable.	networking protocols	Network Time Protocol.md
What does SSH provide beyond remote login?	SSH provides encrypted remote command execution, file transfer, port forwarding, tunneling, and administrative access.	networking security	Secure Shell.md
Why is key-based SSH preferred over passwords?	Keys are harder to brute force, can be managed per device or user, and avoid sending reusable passwords to remote systems.	networking security	Secure Shell.md
What is HTTP's core interaction model?	HTTP is a stateless application-layer request-response protocol with methods, URLs, headers, status codes, and optional bodies.	networking http	HTTP.md; rfc-editor.org
Why is HTTP not a transport protocol?	HTTP defines application semantics; it relies on transports such as TCP, TLS over TCP, or QUIC to move bytes.	networking http	HTTP.md
What remains stable across HTTP/1.1, HTTP/2, and HTTP/3?	The semantics remain mostly the same: methods, status codes, headers, caching model, and resource interaction.	networking http	HTTP.md; rfc-editor.org
What changed between HTTP versions if semantics stayed stable?	The wire format, connection behavior, multiplexing, compression, and transport changed.	networking http	HTTP 1.1.md; HTTP 2.md; HTTP 3.md
Why is HTTP stateless by default?	Each request can be understood independently; state is layered on through cookies, tokens, sessions, or application data.	networking http	HTTP.md
When should an HTTP GET be used?	Use GET to retrieve a representation without causing intended server-side state changes; it is safe, idempotent, and cacheable by design.	networking http	HTTP.md; rfc-editor.org
When should POST be used instead of PUT?	Use POST for submit or create operations where the server decides processing or identity; use PUT when replacing a resource at a known target URI idempotently.	networking http	HTTP.md; rfc-editor.org
Why do HTTP status-code families matter?	They let clients quickly distinguish informational, success, redirect, client-error, and server-error outcomes.	networking http	HTTP.md
What does HTTPS add to HTTP?	HTTPS carries HTTP over TLS, adding encryption in transit and server authentication through certificates.	networking security	HTTPS.md; Transport Layer Security.md
What does HTTPS not prove about a request body?	HTTPS protects the transport, but the server must still authenticate and authorize the user and validate request contents.	networking security	HTTPS.md
Why should public web traffic use HTTPS by default?	It protects confidentiality and integrity in transit and lets clients authenticate the server they are talking to.	networking security	HTTPS.md
What did HTTP/1.1 primarily improve over HTTP/1.0?	HTTP/1.1 added persistent connections by default, better caching, content negotiation, range requests, and more methods and status codes.	networking http	HTTP 1.1.md; rfc-editor.org
What was HTTP/1.1's main performance limitation?	On one connection, responses were effectively serialized, so browsers opened multiple connections to work around head-of-line blocking.	networking http	HTTP 1.1.md
Why is HTTP/1.1 still useful?	It is universal, easy to debug, works well for simple request-response and streaming, and is a common fallback.	networking http	HTTP 1.1.md
What problem do HTTP range requests solve?	They let clients request byte ranges for resumable downloads, media seeking, partial reads, and efficient retrieval of large resources.	networking http	HTTP Range Request.md
What response status usually indicates a successful range response?	206 Partial Content.	networking http	HTTP Range Request.md; rfc-editor.org
What did HTTP/2 set out to fix?	HTTP/2 fixed HTTP-level head-of-line blocking and repeated header overhead by adding binary framing, multiplexed streams, and HPACK compression.	networking http	HTTP 2.md; rfc-editor.org
Why does HTTP/2 help pages with many small assets?	It multiplexes many concurrent streams over one connection and compresses repeated headers, reducing connection and header overhead.	networking http	HTTP 2.md
What is the core mental model of HTTP/2 multiplexing?	One TCP connection carries many logical streams whose frames can be interleaved.	networking http	HTTP 2.md
Why did HTTP/2 not fully solve head-of-line blocking?	It fixed HTTP-layer blocking, but all streams still ride one ordered TCP byte stream, so a lost TCP segment can stall every stream.	networking http	HTTP 2.md; HTTP 3.md
Why does gRPC commonly use HTTP/2?	gRPC needs multiplexing, bidirectional streaming, trailers, flow control, and efficient binary framing, which HTTP/2 provides.	networking rpc	gRPC.md; HTTP 2.md
What did HTTP/3 change relative to HTTP/2?	HTTP/3 keeps HTTP semantics but runs over QUIC instead of TCP, giving independent streams, integrated TLS 1.3, faster setup, and connection migration.	networking http	HTTP 3.md; rfc-editor.org
When is HTTP/3 most likely to help?	It helps most on lossy, mobile, or high-latency networks where TCP-level head-of-line blocking and connection handoffs hurt.	networking http	HTTP 3.md
Why does HTTP/3 use QUIC over UDP?	UDP is widely passable through existing middleboxes, while QUIC implements reliability, ordering, congestion control, and encryption above it.	networking quic	QUIC.md; rfc-editor.org
What is QUIC in one operational sentence?	QUIC is TCP plus TLS 1.3 rebuilt as a secure multiplexed transport over UDP.	networking quic	QUIC.md; rfc-editor.org
How does QUIC avoid TCP-level head-of-line blocking?	QUIC has independent streams, so loss on one stream does not block delivery on unrelated streams.	networking quic	HTTP 3.md; QUIC.md
Why can QUIC connections survive a Wi-Fi to cellular switch?	QUIC uses connection IDs independent of the source IP and port tuple, allowing connection migration across network changes.	networking quic	HTTP 3.md
What is the tradeoff of QUIC living in user space?	It can evolve faster than kernel TCP, but may cost more CPU per byte and requires mature user-space implementations.	networking quic	HTTP 3.md
Why did QUIC encrypt transport metadata?	Encrypting metadata reduces middlebox ossification, because devices in the path cannot depend on inspecting or modifying transport internals.	networking quic	Middlebox.md; QUIC.md
What is a middlebox?	A middlebox is any device between client and server that does more than route packets, such as NAT, firewalling, inspection, proxying, caching, or load balancing.	networking architecture	Middlebox.md
Why do middleboxes make protocol evolution hard?	They often assume traffic looks like known TCP, UDP, TLS, or HTTP patterns and can break new protocol behavior that violates those assumptions.	networking architecture	Middlebox.md
What is protocol ossification?	Protocol ossification happens when deployed intermediaries depend on old protocol details so strongly that changing the protocol breaks real traffic.	networking architecture	Middlebox.md
What is NAT used for?	NAT rewrites IP addresses or ports so private hosts can share public addresses or cross address-boundary constraints.	networking nat	Network Address Translation.md; Subnet.md
What does a NAT device need to remember for outbound connections?	It tracks mappings from private source IP and port to translated public IP and port so replies can be sent back to the correct internal host.	networking nat	Subnet.md
Why does NAT complicate peer-to-peer connections?	Hosts behind NAT may not be directly reachable from the internet, so peers need traversal, relays, port forwarding, or a coordination service.	networking nat	Tailscale.md
What is a NAT gateway for in a cloud VPC?	A NAT gateway lets private-subnet resources initiate outbound connections while preventing unsolicited inbound connections from the internet.	networking cloud	docs.aws.amazon.com
Where is a public NAT gateway usually placed?	It is placed in a public subnet with a route to an internet gateway, while private subnets route outbound internet traffic to it.	networking cloud	docs.aws.amazon.com
What problem does a subnet solve?	A subnet divides an IP network into smaller address and routing domains for segmentation, routing, and policy control.	networking cloud	Subnet.md
How do public and private subnets usually differ in a VPC?	Public subnets have routes that allow direct internet reachability through an internet gateway; private subnets avoid direct inbound internet exposure and often use NAT or private endpoints for egress.	networking cloud	Subnet.md; docs.aws.amazon.com
What is a VPC?	A VPC is an isolated cloud network where you define address ranges, subnets, route tables, gateways, firewalls, and connectivity for cloud resources.	networking cloud	Virtual Private Cloud.md; docs.aws.amazon.com
Why do route tables matter in a VPC?	They determine where subnet or gateway traffic is directed, such as local VPC routes, internet gateways, NAT gateways, peering, VPN, or transit gateways.	networking cloud	Route Table.md; docs.aws.amazon.com
What problem does a Network ACL solve in cloud networking?	A Network ACL provides stateless packet filtering at a subnet boundary.	networking cloud	Network Access Control List.md; docs.aws.amazon.com
Why does stateless filtering make NACLs easy to misconfigure?	You must allow both request and response directions, including ephemeral return ports where relevant, because the ACL does not track connection state.	networking cloud	Network Access Control List.md; docs.aws.amazon.com
How is a NACL different from a host firewall?	A NACL filters at a subnet boundary; a host firewall runs on a specific machine and controls that host's traffic.	networking firewall	Network Access Control List.md; Networking (Index).md
What problem does PrivateLink solve?	PrivateLink lets clients reach supported services through private VPC endpoints without exposing traffic to the public internet.	networking cloud	Networking (Index).md; docs.aws.amazon.com
When is PrivateLink preferable to public service endpoints plus NAT?	Use PrivateLink when private connectivity, tighter exposure control, or avoiding public internet paths is more important than simple public egress.	networking cloud	docs.aws.amazon.com
What problem does VPC peering solve?	VPC peering privately connects two VPCs so resources can route directly between them.	networking cloud	Virtual Private Cloud Peering.md; docs.aws.amazon.com
What is the key limitation of VPC peering?	Peering is not transitive, so if VPC A peers with B and C, B cannot reach C through A without its own connection or a transit service.	networking cloud	docs.aws.amazon.com
When should a transit gateway replace many VPC peering links?	Use a transit gateway when many VPCs or on-prem networks need hub-and-spoke connectivity instead of managing a mesh of pairwise peering links.	networking cloud	Networking (Index).md; docs.aws.amazon.com
What does an overlay network provide?	An overlay creates a logical network on top of another network, often using tunnels or encapsulation to connect nodes independent of the underlay topology.	networking architecture	Networking (Index).md
What is the tradeoff of overlay networking?	Overlays add flexibility and isolation, but also add encapsulation overhead, MTU concerns, and another layer to debug.	networking architecture	Networking (Index).md
What problem does a VPN solve?	A VPN creates an encrypted tunnel so remote devices or networks can communicate as if they were on a private network.	networking vpn	Virtual Private Network.md
How is a remote-access VPN different from a privacy VPN?	A remote-access VPN connects you to private resources; a privacy VPN mainly changes your traffic exit point and apparent source IP.	networking vpn	Virtual Private Network.md
What is WireGuard optimized for?	WireGuard is optimized for simple configuration, modern cryptography, efficient encrypted tunnels, and small implementation complexity.	networking vpn	WireGuard.md
What problem does Tailscale solve on top of WireGuard?	Tailscale handles identity, key distribution, coordination, NAT traversal, and mesh setup so devices can connect without manual WireGuard configuration.	networking vpn	Tailscale.md
Why is Tailscale often easier than port forwarding?	Devices get stable private tailnet addresses and use NAT traversal or relays, so internal services can be reached without exposing inbound ports publicly.	networking vpn	Tailscale.md
What is TLS's role in networking?	TLS authenticates peers, negotiates keys, and encrypts application traffic over an untrusted network.	networking security	Transport Layer Security.md; rfc-editor.org
Why does TLS use both asymmetric and symmetric cryptography?	Asymmetric cryptography solves authentication and key exchange; symmetric cryptography encrypts bulk data efficiently after a session key is derived.	networking security	Transport Layer Security.md; Encryption.md
What is forward secrecy in a TLS-style session?	Ephemeral key exchange means past session traffic remains protected even if the server's long-term private key is later compromised.	networking security	Transport Layer Security.md
What does a certificate authority provide?	A CA signs certificates so clients can verify that a public key belongs to an identity they trust.	networking security	Certificate Authority.md
What is a certificate chain?	A certificate chain links a server certificate through intermediate certificates back to a trusted root certificate.	networking security	Certificate Chain.md
Why can a missing intermediate certificate break TLS?	The client may be unable to build a valid chain from the server certificate to a trusted root.	networking security	Certificate Chain.md
What does a cryptographic signature prove?	It proves that data was signed by the holder of a private key and that the signed data has not been modified.	networking security	Asymmetric Key Encryption.md
What does a signature not provide by itself?	It does not hide the message contents; it proves authenticity and integrity.	networking security	Asymmetric Key Encryption.md
When should symmetric encryption be used?	Use symmetric encryption for bulk data after both parties already share or derive a secret key.	networking security	Encryption.md
When is asymmetric cryptography the right tool?	Use it for key exchange, identity, and signatures, not for encrypting large payloads directly.	networking security	Encryption.md; Asymmetric Key Encryption.md
What is a common encryption mistake?	Encrypting without authentication can hide data while still allowing tampering, so authenticated encryption or integrity checks are needed.	networking security	Encryption.md
What is mutual TLS?	mTLS is TLS where both client and server present certificates, so both sides authenticate each other.	networking security	Mutual TLS.md
When is mTLS useful?	Use mTLS for service-to-service or high-trust client access where network location alone is not enough identity.	networking security	Mutual TLS.md
What is TLS termination?	TLS termination ends the client TLS session at a proxy, load balancer, CDN, API gateway, or ingress before forwarding traffic inward.	networking proxy	TLS Termination.md
Why terminate TLS before application servers?	It centralizes certificate management, enables L7 routing and inspection, offloads TLS work, and simplifies backend configuration.	networking proxy	TLS Termination.md
What is the security cost of TLS termination?	The terminating intermediary can see plaintext, so internal links need trust, controls, or re-encryption when sensitive.	networking proxy	TLS Termination.md
Why do forwarded headers matter after TLS termination?	Applications may need the original client IP, host, and scheme for redirects, logging, rate limits, auth callbacks, and security decisions.	networking proxy	TLS Termination.md
How is TCP termination different from TLS termination?	TCP termination ends and proxies the transport connection; TLS termination decrypts and ends the encrypted TLS session.	networking proxy	TCP Termination.md; TLS Termination.md
What does a reverse proxy do?	A reverse proxy sits in front of servers and forwards client requests to backend services, often adding routing, caching, security, or TLS termination.	networking proxy	Reverse Proxy.md
What does a forward proxy do?	A forward proxy sits in front of clients and forwards their outbound requests to external servers, often for egress control, filtering, or anonymity.	networking proxy	Forward Proxy.md
How does a reverse proxy differ from an API gateway?	A reverse proxy mainly forwards and manages traffic to backends; an API gateway adds API-specific concerns such as auth, rate limits, request validation, transformations, and versioning.	networking gateway	API Gateway.md; Reverse Proxy.md
When should you use an API gateway?	Use an API gateway when clients need a single front door to many services plus shared cross-cutting policies such as auth, rate limiting, routing, logging, validation, and transformations.	networking gateway	API Gateway.md
When is an API gateway overkill?	It is usually overkill for a simple client-server application that does not have microservice routing or shared API policy needs.	networking gateway	API Gateway.md
What is the main risk of putting too much logic in an API gateway?	The gateway can become a bottleneck or mini-monolith where business logic, transformations, and dependencies slow every request.	networking gateway	API Gateway.md
Why should gateway middleware be fast?	Auth, rate limiting, logging, caching, and validation may run on every request, so slow middleware adds global latency and reduces capacity.	networking gateway	API Gateway.md
When is a BFF better than API gateway aggregation?	Use a backend-for-frontend when client-specific orchestration and transformations are complex enough to deserve real application logic.	networking gateway	API Gateway.md
What does a CDN optimize for?	A CDN serves cached or proxied content from edge servers near users to reduce latency, origin load, and bandwidth pressure.	networking cdn	Content Delivery Network.md
What is an origin server?	The origin server is the backend that holds or generates the authoritative content behind proxies or CDNs.	networking cdn	Origin Server.md
What is an edge server?	An edge server runs near users and caches, proxies, or processes requests close to the network edge.	networking cdn	Edge Server.md
What is the main CDN cache invalidation gotcha?	Stale cached content can persist unless TTLs, cache keys, purge behavior, and origin headers are designed carefully.	networking cdn	Content Delivery Network.md
What is load balancing for?	Load balancing distributes traffic across multiple backends to improve capacity, availability, and latency.	networking load-balancing	Load Balancing.md
Why should load balancers not be single points of failure?	If the only load balancer fails, all backends may be healthy but unreachable.	networking load-balancing	Load Balancing.md
When are sticky sessions useful?	Sticky sessions are useful when backend-local state or caches require a client to return to the same server.	networking load-balancing	Sticky Session.md
What is the main downside of sticky sessions?	They reduce balancing flexibility and make failure or scale-out harder because session state is tied to a backend.	networking load-balancing	Sticky Session.md
How does a Layer 4 load balancer make routing decisions?	It routes using transport-level information such as source and destination IP, port, and protocol.	networking load-balancing	Networking (Index).md
How does a Layer 7 load balancer make routing decisions?	It routes using application-layer information such as HTTP host, path, headers, cookies, or methods.	networking load-balancing	Networking (Index).md
When is an L4 load balancer often better for WebSockets?	After the HTTP upgrade, WebSockets become long-lived TCP connections, so connection-level balancing fits better than per-request HTTP routing.	networking load-balancing	WebSockets.md
When is an L7 load balancer worth the extra complexity?	Use L7 when routing, security, or policy depends on HTTP semantics such as host, path, headers, cookies, or request bodies.	networking load-balancing	Networking (Index).md
What is a hardware load balancer?	A dedicated appliance that distributes traffic across backend servers, often with specialized performance and networking features.	networking load-balancing	Networking (Index).md
What is a firewall's core job?	A firewall permits or blocks network traffic according to rules.	networking firewall	Firewall.md
How does a network firewall differ from a WAF?	A network firewall filters by IP, port, and protocol at L3/L4; a WAF inspects HTTP semantics at L7.	networking firewall	Firewall.md; Web Application Firewall.md
What can a WAF block that a network firewall usually cannot?	A WAF can inspect decrypted HTTP methods, paths, headers, bodies, and patterns such as SQL injection, XSS, credential stuffing, and bots.	networking firewall	Firewall.md
What can a network firewall block that a WAF usually cannot?	A network firewall can block traffic before it reaches the application layer, such as unwanted ports, IP ranges, protocols, and some volumetric attacks.	networking firewall	Firewall.md
Why does a WAF need decrypted traffic to inspect HTTP content?	If TLS remains encrypted past the WAF, the WAF cannot see methods, headers, bodies, or attack payloads.	networking firewall	Firewall.md; TLS Termination.md
What does a host firewall protect?	A host firewall controls inbound and outbound traffic on an individual machine.	networking firewall	Networking (Index).md
What is a next-generation firewall trying to combine?	An NGFW combines traditional filtering with deeper inspection, application awareness, threat detection, and often IDS/IPS-style features.	networking firewall	Firewall.md; Next-Generation Firewall.md
What problem does a service mesh solve?	A service mesh manages service-to-service traffic, security, observability, retries, policy, and mTLS inside a distributed system.	networking service-mesh	Service Mesh.md
When is a service mesh probably overkill?	It is often overkill when you have few services, simple traffic patterns, and no strong need for uniform service-to-service policy or telemetry.	networking service-mesh	Service Mesh.md
How does a service mesh differ from an API gateway?	An API gateway manages north-south client-to-service traffic; a service mesh manages east-west service-to-service traffic inside the system.	networking service-mesh	Firewall.md; API Gateway.md
What is REST optimizing for?	REST optimizes for resource-oriented APIs using standard HTTP methods, stateless interactions, cacheability, and broad client compatibility.	networking api	Representational State Transfer.md; HTTP.md
