When is GraphQL a reasonable API choice?	When clients have diverse data needs and avoiding over-fetching or under-fetching is important.	system-design api-design graphql sdiah-021
When is RPC or gRPC a good interface choice?	Action-oriented internal service calls where performance is critical.	system-design api-design rpc grpc microservices sdiah-022
When should realtime APIs add WebSockets or SSE?	When the system needs server-pushed realtime behavior beyond the core request-response API.	system-design api-design realtime websocket sse sdiah-023
Why should a user ID usually come from the auth token instead of the request body?	Request bodies can be spoofed; identity should come from authenticated context such as a JWT.	system-design api-design auth security sdiah-024
Why use plural resource names in REST endpoints?	They represent collections of resources, such as tweets rather than tweet.	system-design api-design rest sdiah-025
When is cursor-based pagination better than offset-based pagination?	For realtime or frequently changing data where inserts can shift offsets and cause unstable pages.	system-design api-design pagination sdiah-026
When is offset-based pagination acceptable?	For most simpler cases where result sets are not changing in ways that make offsets unstable.	system-design api-design pagination sdiah-027
What auth mechanisms does the note suggest for user sessions and service-to-service calls?	JWTs for user sessions and API keys for service-to-service calls.	system-design api-design auth security sdiah-028
When should rate limiting be part of an API design?	When bots, abuse, or high request volume could hammer the system.	system-design api-design rate-limiting security sdiah-029
Why does data modeling affect system behavior downstream?	Stored data shape affects query performance, scalability, consistency, and maintenance complexity.	system-design data-modeling databases sdiah-030
When are relational databases a strong fit?	Structured data with clear relationships and a need for strong consistency.	system-design data-modeling relational-databases consistency sdiah-031
What is normalization?	Splitting data across related tables to avoid duplication and preserve consistency.	system-design data-modeling relational-databases normalization sdiah-032
What is denormalization?	Duplicating data to avoid joins and speed reads, at the cost of harder updates and consistency maintenance.	system-design data-modeling relational-databases denormalization sdiah-033
What is the recommended default around normalization and denormalization?	Start with a normalized model, then denormalize specific hot read paths when there is a clear performance reason.	system-design data-modeling relational-databases tradeoffs sdiah-034
When do NoSQL databases shine?	Flexible schemas or horizontal scaling across many servers without complex joins.	system-design data-modeling nosql scaling sdiah-035
In DynamoDB, why must partition and sort keys be designed around access patterns?	They make chosen queries efficient, but unplanned queries may require scans or additional indexes.	system-design data-modeling nosql dynamodb sdiah-036
What does schema-on-read imply for flexible data models?	Schema flexibility does not remove modeling complexity; it can move validation and interpretation to read time.	system-design data-modeling nosql tradeoffs sdiah-037
What is the purpose of a database index?	To make queries fast by avoiding full scans over every row.	system-design indexing databases sdiah-038
What happens if you look up users by email without an index?	The database may scan every row in the user table.	system-design indexing databases sdiah-039
What query types do B-tree indexes support well?	Exact lookups and range queries because data is kept sorted in a tree structure.	system-design indexing b-tree databases sdiah-040
What is the limitation of hash indexes compared with B-tree indexes?	Hash indexes are fast for exact matches but cannot do range queries.	system-design indexing databases sdiah-041
How should you decide which fields to index?	Index fields used by frequent query patterns, such as email for login or city and date for event search.	system-design indexing databases query-patterns sdiah-042
What is a compound index useful for?	Queries that filter or sort by multiple fields, such as city and date together.	system-design indexing databases compound-index sdiah-043
When might you need an external indexing system?	When specialized search or geospatial needs exceed what the primary database supports well.	system-design indexing search geospatial sdiah-044
What consistency tradeoff appears when an external search index syncs via CDC?	The search index can lag behind the primary database and return slightly stale results.	system-design indexing search consistency cdc sdiah-045
Why use a cache in a read-heavy system?	To keep frequently accessed data in fast memory so most reads can skip the database.	system-design caching redis databases sdiah-046
What performance difference does the note give between Redis and a typical DB query?	Redis cache access is around 1ms, versus roughly 20-50ms for a typical DB query.	system-design caching redis latency sdiah-047
How does cache-aside work on a read?	Check the cache first; on miss, query the database, store the result with a TTL, and return it.	system-design caching cache-aside redis sdiah-048
What is cache invalidation?	Updating or deleting cached data when backing data changes so future reads do not return stale data.	system-design caching cache-invalidation consistency sdiah-049
What are two basic cache invalidation strategies from the note?	Invalidate immediately after writes, or use short TTLs and accept bounded staleness.	system-design caching cache-invalidation ttl sdiah-050
What is a cache stampede?	A cache failure or mass miss causes many requests to hit the database at once, overwhelming downstream capacity.	system-design caching cache-stampede databases sdiah-051
How can a cache failure cause user requests to time out before the database process crashes?	App connection pools saturate, new requests queue waiting for connections, and requests fail after timeouts.	system-design caching databases failure-modes sdiah-052
Why can autoscaling make a cache stampede worse for the database?	More app instances can create many more possible DB connections, exceeding DB limits or wasting DB work on connection management.	system-design caching databases scaling sdiah-053
How can overloaded DB queries create a feedback loop during a stampede?	Slow queries hold connections longer, pools free connections more slowly, app requests queue longer, and latency worsens.	system-design caching databases failure-modes sdiah-054
What mitigations can reduce cache-stampede damage?	Backpressure, bounded connection pools, short timeouts, circuit breakers, request coalescing, stale serving, rate limits, and avoiding retry storms.	system-design caching resilience backpressure sdiah-055
Why is "cache everything" a bad rule?	Caches help most when data is read often and changes infrequently; otherwise they add latency and invalidation complexity.	system-design caching tradeoffs sdiah-056
How is CDN caching different from application-data caching with Redis?	CDNs cache static or edge-suitable content near users; Redis usually caches core application data in memory.	system-design caching cdn redis sdiah-057
When does sharding become relevant?	When a single database cannot handle storage, write throughput, or read throughput even with replicas.	system-design sharding databases scaling sdiah-058
Why is the shard key the most important sharding decision?	It determines data distribution, query locality, hot spots, and cross-shard access patterns.	system-design sharding databases sdiah-059
What is the tradeoff of sharding a user-centric app by user_id?	User-scoped queries are fast on one shard, but global queries like trending posts require hitting many shards and aggregating.	system-design sharding databases tradeoffs sdiah-060
How does hash-based sharding typically assign data to shards?	Hash the shard key and map it to a shard, often using modulo over the shard count.	system-design sharding hashing databases sdiah-061
Why can range-based sharding create hot spots?	One range can receive disproportionate traffic compared with other ranges.	system-design sharding hotspots databases sdiah-062
What is the tradeoff of directory-based sharding?	It is flexible, but every request depends on a lookup table and pays extra latency.	system-design sharding databases tradeoffs sdiah-063
What costs does premature sharding introduce?	Cross-shard transactions, hot spots, painful resharding, more operational complexity, and harder query patterns.	system-design sharding databases tradeoffs sdiah-064
If a system has 10k writes per second and 100GB of data, what does the note imply about sharding?	That alone does not justify sharding; a well-tuned single database with read replicas may still be enough.	system-design sharding capacity databases sdiah-065
Why are cross-shard transactions difficult?	They require coordinating updates across shards, often needing distributed transactions or sagas, which are complex and slow.	system-design sharding transactions sagas sdiah-066
What is a sharding hot spot?	One shard receives disproportionate load, often because a popular key or user concentrates traffic.	system-design sharding hotspots sdiah-067
What problem does consistent hashing solve compared with hash(key) mod N?	Adding or removing servers changes N, causing many keys to remap and forcing large data movement.	system-design consistent-hashing sharding caching sdiah-068
How does consistent hashing assign keys to servers?	Servers and keys are placed on a virtual ring; each key belongs to the next server encountered clockwise.	system-design consistent-hashing hashing sdiah-069
What moves when a server is added in consistent hashing?	Only keys between the new server and the previous counter-clockwise server need to move.	system-design consistent-hashing scaling sdiah-070
What moves when a server is removed in consistent hashing?	Only that server's keys move to the next server on the ring; other keys stay put.	system-design consistent-hashing scaling sdiah-071
In a 10-server cluster, how much data movement does the note contrast for modulo hashing vs consistent hashing after adding one server?	Modulo hashing may move about 90 percent of data; consistent hashing moves about 10 percent.	system-design consistent-hashing capacity sdiah-072
What are the three CAP properties?	Consistency, availability, and partition tolerance.	system-design cap-theorem consistency availability sdiah-073
In practice, what CAP choice are you usually making?	Choosing between consistency and availability when a network partition occurs.	system-design cap-theorem tradeoffs sdiah-074
What happens if a system chooses consistency during a partition?	Some nodes refuse requests rather than returning potentially stale data.	system-design cap-theorem consistency sdiah-075
What happens if a system chooses availability during a partition?	Nodes keep serving requests, but different nodes may temporarily return different data until the partition heals.	system-design cap-theorem availability eventual-consistency sdiah-076
When is eventual consistency usually acceptable?	When users can tolerate slightly stale data, such as feeds, recommendations, or analytics dashboards.	system-design cap-theorem eventual-consistency availability sdiah-077
When does strong consistency matter most?	When stale data causes real business harm, such as fraud, oversold inventory, or double-booked limited resources.	system-design cap-theorem strong-consistency sdiah-078
In e-commerce, which data can be eventually consistent and which likely needs strong consistency?	Product descriptions and reviews can be eventually consistent; inventory counts and order processing need stronger consistency.	system-design cap-theorem ecommerce consistency sdiah-079
What does PACELC add beyond CAP?	During a partition choose availability or consistency; otherwise choose latency or consistency.	system-design cap-theorem pacelc latency sdiah-080
Why does strong consistency add latency even when the network is healthy?	Nodes need to coordinate before responding.	system-design cap-theorem consistency latency sdiah-081
What rough latency hierarchy should you remember from the note?	Memory access is nanoseconds, SSD reads are microseconds, datacenter calls are 1-10ms, and cross-continent calls are tens to hundreds of ms.	system-design numbers latency sdiah-082
Where should core structured data usually live when blobs are involved?	In a core database such as Postgres or DynamoDB, with pointers to blobs stored in object storage.	system-design databases blob-storage data-modeling sdiah-083
What is a database transaction?	A group of operations treated as one atomic unit that either succeeds together or fails together.	system-design databases transactions atomicity sdiah-084
Why can joins become a design concern?	Joins can become a performance bottleneck, especially on hot paths or large datasets.	system-design databases relational-databases performance sdiah-085
What database models fall under NoSQL in the note?	Key-value, document, column-family, and graph databases.	system-design databases nosql sdiah-086
Why might Cassandra be chosen?	It can fit write-heavy workloads because of its append-only storage model, though with functionality tradeoffs.	system-design databases nosql cassandra writes sdiah-087
How do NoSQL systems commonly scale horizontally?	By using consistent hashing or sharding to distribute data across many servers.	system-design databases nosql scaling sharding sdiah-088
When should you use blob storage instead of a traditional database?	For large unstructured files such as images, videos, documents, and other file blobs.	system-design blob-storage databases sdiah-089
Why should large blobs usually not be stored directly in the core database?	It is expensive and inefficient compared with object storage such as S3 or Google Cloud Storage.	system-design blob-storage databases sdiah-090
What should the core database store when blobs live in object storage?	Metadata and pointers such as object URLs or keys, not the large file bytes.	system-design blob-storage data-modeling sdiah-091
What is a presigned URL used for?	Granting temporary scoped access so clients can upload or download directly without proxying file bytes through app servers.	system-design blob-storage presigned-url security sdiah-092
What are the upload-path steps for large blobs?	App authorizes and creates pending metadata, returns a presigned upload URL, client uploads to object storage, app verifies the object, then marks it ready.	system-design blob-storage presigned-url sdiah-093
What are the read-path steps for private large blobs behind a CDN?	Client requests access, app returns a short-lived signed CDN URL, CDN validates it, then serves from cache or fetches from object storage origin.	system-design blob-storage cdn security sdiah-094
Why chunk large file uploads?	Chunking enables parallel upload and resume after partial failure.	system-design blob-storage reliability sdiah-095
How does object storage often work with a CDN?	Object storage acts as the origin, and the CDN caches files in edge locations for faster global downloads.	system-design blob-storage cdn sdiah-096
Why is naive SQL substring search often slow?	Searching text with a contains pattern can require a full table scan.	system-design search indexing databases sdiah-097
What is an inverted index?	A mapping from terms to the documents that contain them, enabling fast full-text lookup.	system-design search indexing sdiah-098
What is tokenization in search indexing?	Breaking text into individual words or tokens so they can be mapped in an inverted index.	system-design search indexing sdiah-099
What is stemming in search?	Reducing words to root forms so different forms of a word can match.	system-design search indexing sdiah-100
What is fuzzy search?	Finding results similar to a given search term instead of requiring exact matches.	system-design search indexing sdiah-101
How do search-optimized databases scale?	By adding more nodes and sharding data across those nodes.	system-design search scaling indexing sdiah-102
What does an API gateway do in a microservice architecture?	It sits in front of backend services, routes requests, and handles cross-cutting concerns like auth, rate limiting, and logging.	system-design api-gateway microservices auth sdiah-103
What are three ways identity can be propagated from an API gateway to services?	Forward the original JWT, inject trusted identity headers, or exchange for internal service-scoped tokens.	system-design api-gateway auth microservices sdiah-104
Why are trusted identity headers dangerous if services are reachable directly?	Clients could spoof them unless the gateway strips incoming identity headers and services only accept trusted internal traffic.	system-design api-gateway auth security sdiah-105
Why can internal service tokens be cleaner than forwarding an external JWT?	They support least privilege and service-specific audiences, but require more infrastructure and policy design.	system-design api-gateway auth security microservices sdiah-106
What is the mental model for authentication vs authorization in microservices?	Authentication can happen at the edge; authorization often belongs in the service that owns the resource.	system-design api-gateway auth microservices sdiah-107
Why use a load balancer?	To distribute traffic across multiple machines and avoid overloading a single instance.	system-design load-balancing scaling sdiah-108
What is the simple rule for choosing L4 vs L7 load balancers?	Use L4 for persistent connections like WebSockets; use L7 when HTTP-aware routing flexibility matters.	system-design load-balancing networking websocket sdiah-109
Does each service pool necessarily need its own physical load balancer?	No. Service pools can have separate logical target groups behind one shared L7 load balancer.	system-design load-balancing microservices sdiah-110
When might different service pools need separate load balancers?	Separate public or private exposure, security boundaries, protocols, scaling limits, ownership, cost isolation, or blast-radius reduction.	system-design load-balancing microservices security sdiah-111
What routing decisions can an L7 load balancer make that L4 cannot?	It can route by host, path, HTTP method, headers, cookies, query params, and sometimes request body.	system-design load-balancing networking sdiah-112
What does an L4 load balancer mostly see?	Source IP, destination IP, port, and TCP or UDP connection metadata.	system-design load-balancing networking sdiah-113
What are the two main purposes of message queues in the note?	Buffer bursty traffic and distribute work across a system.	system-design queues async sdiah-114
How do queues decouple producers and consumers?	Producers enqueue work and return; consumers process messages at their own pace, allowing independent scaling.	system-design queues scaling async sdiah-115
If 1,000 requests arrive but workers handle 200 per second, what does a queue do?	It holds excess requests so they wait instead of being immediately dropped, assuming backlog is acceptable.	system-design queues backpressure scaling sdiah-116
Why should queues be used carefully in synchronous workloads?	They can violate strict latency requirements such as sub-500ms responses.	system-design queues latency async sdiah-117
What is a dead letter queue?	A place to store messages that cannot be processed after retries, useful for debugging and auditing.	system-design queues dlq reliability sdiah-118
What retry behavior do many queues provide?	They redeliver failed messages a configured number of times, often with configurable delay and maximum attempts.	system-design queues retries reliability sdiah-119
Why do queues use partitions?	To scale message storage and processing across servers and worker groups.	system-design queues partitions scaling sdiah-120
Why does a queue partition key matter?	It keeps related messages on the same partition when ordering or locality matters.	system-design queues partitions ordering sdiah-121
What is the queue backpressure problem?	A queue can hide that producers exceed consumer capacity, causing backlog to grow indefinitely.	system-design queues backpressure failure-modes sdiah-122
What can backpressure do when a queue is overwhelmed?	Slow or reject new messages so the queue does not become an unbounded bottleneck.	system-design queues backpressure resilience sdiah-123
How does a pull-based queue work?	Workers ask the queue for messages, process them, then acknowledge or delete them.	system-design queues async sdiah-124
What does an SQS visibility timeout do?	It temporarily hides a received message from other workers; if not deleted in time, it becomes visible again.	system-design queues sqs reliability sdiah-125
How does a push-based queue work?	A subscribed worker keeps a connection open and the broker sends messages, with acknowledgements and flow control.	system-design queues async sdiah-126
What does delivery mean in a queue system?	The broker handed a message to a consumer or made it available under a lease and acknowledgement contract.	system-design queues reliability sdiah-127
Why are messages redelivered?	If a consumer fails before acknowledging, the broker makes the message available for processing again.	system-design queues reliability retries sdiah-128
How are streams different from ordinary message queues?	Streams retain data for a configurable period, allowing consumers to reread from positions or times.	system-design streams queues event-sourcing sdiah-129
When are streams a good choice?	Large-scale realtime event processing, event sourcing, or multiple consumers reading the same event feed.	system-design streams event-sourcing realtime sdiah-130
What is event sourcing?	Storing state changes as a sequence of events that can be replayed to reconstruct application state.	system-design streams event-sourcing sdiah-131
Why do streams support multiple consumer groups?	Different consumers can independently process the same stream for different purposes.	system-design streams consumer-groups sdiah-132
How do stream partitions help scaling?	Each partition can be processed by a different consumer, enabling horizontal scaling.	system-design streams partitions scaling sdiah-133
Why do streams replicate data?	To support fault tolerance across servers.	system-design streams replication reliability sdiah-134
What is windowing in stream processing?	Grouping events by time or count to process batches such as hourly or daily aggregates.	system-design streams windowing analytics sdiah-135
When are distributed locks useful?	When a resource must be held across processes or systems for a short period, such as a ticket reservation.	system-design distributed-locks contention consistency sdiah-136
What property lets a key-value store implement a distributed lock?	Atomic operations ensure only one process can acquire the lock at a time.	system-design distributed-locks atomicity redis sdiah-137
Why should distributed locks expire?	Expiry prevents locks from staying stuck forever if the holder crashes or is killed.	system-design distributed-locks reliability sdiah-138
What is lock granularity?	The scope of what the lock protects, such as one ticket versus a group of seats.	system-design distributed-locks contention sdiah-139
What is a deadlock?	A situation where two or more processes wait for each other to release locks.	system-design distributed-locks deadlocks sdiah-140
When should database transactions be preferred over distributed locks?	When protecting database state, because the database can enforce correctness directly.	system-design distributed-locks transactions consistency sdiah-141
When is Redis plus Redlock a reasonable fit?	Fast, approximate, short-lived coordination where occasional duplicate work is tolerable.	system-design distributed-locks redis redlock sdiah-142
What should you use for real service coordination or leader election?	Systems like etcd, ZooKeeper, Consul, or Kubernetes Lease.	system-design distributed-locks coordination leader-election sdiah-143
What are fencing tokens for?	Blocking stale lock holders when correctness matters.	system-design distributed-locks consistency sdiah-144
What are common uses for distributed caches?	Saving expensive aggregates, reducing database queries, and speeding up expensive query results.	system-design caching distributed-caches redis sdiah-145
What is a cache eviction policy?	A rule for deciding which cached items to remove when the cache is full.	system-design caching eviction sdiah-146
How do LRU, FIFO, and LFU eviction differ?	LRU evicts least recently used items, FIFO evicts oldest inserted items, and LFU evicts least frequently used items.	system-design caching eviction sdiah-147
How do write-through, write-around, and write-back caches differ?	Write-through writes cache and datastore together; write-around bypasses cache on writes; write-back writes cache first and datastore later.	system-design caching write-strategies sdiah-148
What is the tradeoff of write-through caching?	It improves consistency between cache and datastore but can slow write operations.	system-design caching write-strategies consistency sdiah-149
What is the tradeoff of write-around caching?	It minimizes cache pollution but can make later reads slower because fresh data is not in cache.	system-design caching write-strategies sdiah-150
What is the main risk of write-back caching?	Data can be lost if the cache fails before async persistence to the datastore completes.	system-design caching reliability write-strategies sdiah-151
Why can Redis data structures matter in a design?	Redis is not just key-value; structures like sorted sets can model ranked or ordered data efficiently.	system-design caching redis data-structures sdiah-152
How do Redis and Memcached differ in the note?	Redis supports many data structures; Memcached is a simpler key-value store for strings and binary objects.	system-design caching redis memcached sdiah-153
What is a CDN?	A geographically distributed cache that serves content from locations closer to users.	system-design cdn caching latency sdiah-154
What happens on a CDN cache miss?	The CDN fetches content from the origin server, caches it, and returns it to the user.	system-design cdn caching sdiah-155
What is an origin server in a CDN setup?	The backing server or storage system the CDN fetches from when content is not cached at the edge.	system-design cdn caching blob-storage sdiah-156
What content are CDNs commonly used for?	Static media assets like images and videos, and sometimes cacheable HTML or API responses.	system-design cdn blob-storage caching sdiah-157
How can CDN cached content be expired or removed?	With TTLs or cache invalidation mechanisms when content changes.	system-design cdn caching ttl cache-invalidation sdiah-158
What is the simplest starting protocol for realtime updates?	HTTP polling, until requirements show it no longer meets the system's needs.	system-design realtime networking polling sdiah-159
When should you consider SSE or WebSockets?	When chat, notifications, dashboards, or similar features require server-pushed realtime updates.	system-design realtime sse websocket sdiah-160
Why are SSE and WebSocket systems trickier than polling?	They involve persistent connections and more complex server-side infrastructure.	system-design realtime networking load-balancing sdiah-161
What server-side pattern can decouple publishers and subscribers for realtime updates?	Pub-sub systems.	system-design realtime pubsub sdiah-162
What is the long-running task pattern?	Validate quickly, enqueue work, return a job ID, and let background workers process the task.	system-design long-running-tasks queues async sdiah-163
What operations often fit the long-running task pattern?	Video encoding, report generation, bulk operations, or tasks taking more than a few seconds.	system-design long-running-tasks queues async sdiah-164
What benefits does the long-running task pattern provide?	Fast user responses, independent scaling of web servers and workers, and fault isolation.	system-design long-running-tasks queues scaling sdiah-165
Why can moving work behind a queue be a bad decision?	If the work is short-running, synchronous processing may be much simpler and still meet latency needs.	system-design long-running-tasks queues tradeoffs sdiah-166
What problem does the contention pattern address?	Multiple users trying to access the same resource simultaneously, risking race conditions or inconsistent state.	system-design contention consistency sdiah-167
What solution range exists for contention?	Database transactions and locking, optimistic or pessimistic concurrency, distributed locks, 2PC, or queue-based serialization.	system-design contention transactions distributed-locks sdiah-168
Why start contention handling with single-database solutions when possible?	They are simpler than distributed coordination and often provide the needed atomicity and consistency guarantees.	system-design contention transactions consistency sdiah-169
What traffic bottleneck often appears first as applications grow?	Read traffic, often starting around 10:1 reads to writes and growing to 100:1 or higher.	system-design scaling reads caching sdiah-170
In what order should you consider scaling reads?	Optimize the database with indexes, denormalize hot paths if needed, then add horizontal scaling and caching.	system-design scaling reads indexing caching sdiah-171
What read-scaling issues should you watch for?	Cache invalidation and eviction, read-replica lag, and hot keys.	system-design scaling reads caching replication hotspots sdiah-172
How can high write volume be addressed?	Sharding or vertical partitioning, queues for bursts, load shedding, and batching.	system-design scaling writes sharding queues sdiah-173
What makes a good write partition key?	It distributes load evenly while keeping related data together when possible.	system-design scaling writes sharding partitions sdiah-174
What is load shedding in write-heavy overload?	Intentionally dropping or rejecting lower-priority writes so the system can preserve capacity for more important work.	system-design scaling writes overload sdiah-175
Why can batching improve write throughput?	It reduces per-operation overhead by grouping multiple writes together.	system-design scaling writes batching sdiah-176
What is the core pattern for handling large files?	Use direct client-to-object-storage transfers with presigned URLs and serve reads through a CDN.	system-design blob-storage cdn presigned-url sdiah-177
What state synchronization challenge exists with blobs?	Database metadata can get out of sync with object storage if uploads fail or processing state is not updated.	system-design blob-storage data-modeling reliability sdiah-178
Why should uploads not route gigabytes through app servers?	It wastes app-server bandwidth and compute; direct object-storage upload is more scalable.	system-design blob-storage scaling sdiah-179
What are multi-step process patterns for?	Coordinating complex business workflows across services, retries, failures, and external dependencies.	system-design workflows multi-step-processes reliability sdiah-180
When might Temporal or AWS Step Functions be appropriate?	When durable workflow execution, state management, retries, recovery, and auditability matter.	system-design workflows temporal step-functions sdiah-181
What is the key benefit of declarative workflow definitions?	The workflow system manages execution state, retries, failure recovery, and audit trails instead of scattered manual logic.	system-design workflows reliability sdiah-182
What index type is central to proximity-based services?	Geospatial indexes.	system-design geospatial proximity indexing sdiah-183
What technologies can support proximity queries?	Postgres with PostGIS, Redis geospatial data types, or Elasticsearch with geo-queries.	system-design geospatial proximity databases sdiah-184
How do proximity services reduce the search space?	They divide geographic areas into manageable regions and index entities within those regions.	system-design geospatial proximity scaling sdiah-185
Why do proximity systems usually avoid global searches?	Users usually need nearby local entities, so the system can limit queries to relevant regions.	system-design geospatial proximity scaling sdiah-186
How might a video platform combine common patterns?	Large blobs for uploads, long-running tasks for transcoding, realtime updates for progress, and workflows to coordinate the process.	system-design common-patterns blob-storage workflows realtime sdiah-187
How should you decide which patterns to use in a system?	Match patterns to specific requirements and tradeoffs, start simple, and add complexity only when requirements demand it.	system-design common-patterns tradeoffs sdiah-188
